FeatureEn	FeatureIt	FeatureTypeCoarse	FeatureTypeGranular	TotCountBlind	TotCountSighted	ConceptCountBlind	ConceptCountSighted	NegatedCountBlind	NegatedPercentageBlind	NegatedCountSighted	NegatedPercentageSighted	DistinguishingBlind	DistinguishingSighted	DistinctivenessBlind	DistinctivenessSighted
to_contain	contenere:racchiudere:ospitare	eve	eve	17	18	4	5	0	0.0	0	0.0	ND	ND	0.250	0.200
to_control	controllare:comandare	eve	eve	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_correct	correggere	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_cover	percorrere:coprire:ricoprire:occupare:tappezzare:superare	eve	eve	10	8	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_create	creare:generare:dare_vita	eve	eve	11	16	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_cross	attraversare:passare	eve	eve	5	8	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
to_cure	curare	eve	eve	2	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_cut	tagliare:tagliarsi	eve	eve	21	19	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_decide	decidere	eve	eve	5	7	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_dedicate_oneself	dedicarsi	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_delight	dilettare:deliziare	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_derive	derivare	eve	eve	9	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
to_develop	sviluppare:svilupparsi	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_disassemble	smontare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_discover	scoprire	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_disentangle	districare	eve	eve	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_do	fare:compiere:svolgere:eseguire:realizzare	eve	eve	47	38	8	10	0	0.0	0	0.0	ND	ND	0.125	0.100
to_draw	disegnare:ricavare	eve	eve	9	9	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_dress	acconciare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_drink	bere:consumare	eve:eco	eve:eco	10	14	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_drive	condurre:guidare	eve	eve	4	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
to_eat	mangiare:consumare:cibarsi	eve:eco	eve:eco	42	53	5	6	0	0.0	0	0.0	ND	ND	0.200	0.167
to_emit	emettere	eve	eve	13	10	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_end_up	andare_a_finire	eve	eve	2	0	1	0	1	50.0	NA	NA	D	NA	1.000	NA
to_engrave	incidere	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_enter	entrare	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_escape	sfuggire:scappare:fuggire	eve	eve	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_establish	instaurare:instaurarsi:insediare	eve	eve	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_exchange	scambiare	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_exercise	esercitare	eve	eve	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_exist	esistere:intercorrere	eve	eve	6	15	1	3	0	0.0	0	0.0	D	ND	1.000	0.333
to_exploit	sfruttare	eve	eve	0	8	0	2	NA	NA	0	0.0	NA	D	NA	0.500
to_expose	esporre	eve	eve	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_express	esprimere	eve:isa	eve:isa	26	17	6	6	0	0.0	0	0.0	ND	ND	0.167	0.167
to_fall	cadere:finire	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_fear	avere_paura:temere	eve:tax:eva	eve:syn:eva	18	20	2	4	0	0.0	0	0.0	D	ND	0.500	0.250
to_feed	nutrirsi:cibarsi:nutrire:dare_da_mangiare:dare_in_pasto:alimentare	eve	eve	15	28	3	5	0	0.0	0	0.0	ND	ND	0.333	0.200
to_feel	sentire:provare:sentirsi	eve:isa:eva	eve:isa:eva	20	27	5	4	0	0.0	0	0.0	ND	ND	0.200	0.250
to_feel_good	stare_bene:sentirsi_bene:fare_sentire_bene	eve	eve	15	5	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
to_find	trovare:ritrovare:ritrovarsi:incontrare	eve	eve	21	7	5	1	0	0.0	0	0.0	ND	D	0.200	1.000
to_fish	pescare	eve	eve	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_fix	fissare:aggiustare:sistemare	eve	eve	5	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_float	galleggiare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_fly	volare:percorrere	eve	eve	31	29	4	5	0	0.0	0	0.0	ND	ND	0.250	0.200
to_follow	seguire	eve	eve	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_form	formare:formarsi	eve	eve	4	8	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_get	ottenere:trarre:ricavare:procurare:prendere:fare	eve	eve	11	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_get_angry	arrabbiarsi	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_give	dare:somministrare:prestare:rifilare:porgere	eve	eve	22	20	4	5	0	0.0	0	0.0	ND	ND	0.250	0.200
to_gladden	allietare	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_glimpse	intravedere	tax:eve	coo:eve	10	5	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_go	andare:recarsi:camminare:passare	eve	eve	96	101	14	14	0	0.0	0	0.0	ND	ND	0.071	0.071
to_graze	sfiorare	eve:tax	eve:coo	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_grip	stringere:attanagliare	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_grow	crescere	eve	eve	19	34	4	7	0	0.0	0	0.0	ND	ND	0.250	0.143
to_hang	appendere:attaccare:affissare	eve	eve	5	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_happen	accadere:succedere:avvenire:capitare:verificarsi:verificare:svolgere	eve	eve	18	22	4	5	0	0.0	0	0.0	ND	ND	0.250	0.200
to_hate	detestare:volere_male	eve:isa	eve:isa	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_have	possedere:prendere:portare:fare	eve	eve	5	6	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_have_breakfast	fare_colazione	eco:eve	eco:eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_have_faith	avere_fede	eve:tax	eve:syn	4	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_have_fun	divertirsi	eve	eve	2	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_have_to_be	dover_essere:dover_trovarsi	eve	eve	5	7	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_have_to_do	dover_fare	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_hear	sentire:udire	isa:eve:tax	isa:eve:coo	26	24	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
to_help	aiutare	eve	eve	14	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
to_hit	colpire:sbattere	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_hold	tenere:trattenere:prendere:possedere:detenere	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_hurt	fare_male:ferire	eve	eve	13	12	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_identify	individuare:identificare	eve	eve	0	8	0	3	NA	NA	0	0.0	NA	ND	NA	0.333
to_imprint	imprimere	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_intone	intonare	tax:eve	eve:coo	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_invade	invadere	eve	eve	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_investigate	indagare	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_judge	giudicare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_jump	saltare	eve	eve	4	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
to_keep	tenere:mantenere	eve	eve	14	10	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
to_kill	uccidere	eve	eve	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_know	conoscere:sapere	eve	eve	9	8	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_land	atterrare:sbarcare	eve	eve	3	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_laugh	ridere	eve	eve	2	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_lead	portare:indurre:guidare:condurre	eve	eve	15	10	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_leave	lasciare:partire	eve	eve	0	10	0	2	NA	NA	0	0.0	NA	D	NA	0.500
to_lie_down	sdraiarsi:stendersi:distendere	eve	eve	4	7	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_like	piacere:garbare	eve:eva	eve:eva	17	11	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_listen	ascoltare	tax:eve:isa	coo:eve:isa	35	32	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
to_live	vivere:abitare	eve	eve	117	139	15	16	0	0.0	0	0.0	ND	ND	0.067	0.062
to_live_together	convivere	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_look	guardare:vedere	isa:eve	isa:eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_look_for	cercare:ricercare:frugare	eve:tax	eve:syn	6	8	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_look_like	assomigliare	eve	eve	0	7	0	2	NA	NA	0	0.0	NA	D	NA	0.500
to_loosen_up	sciogliere	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_love	volere_bene:amare	eve:tax	eve:ant	21	11	4	3	0	0.0	0	0.0	ND	ND	0.250	0.333
to_make	fare:rendere:compiere:effettuare:stringere:essere_fatto	eve	eve	31	15	8	2	0	0.0	0	0.0	ND	D	0.125	0.500
to_make_good	fare_bene	eve:eva	eve:eva	22	0	5	0	0	0.0	NA	NA	ND	NA	0.200	NA
to_make_hear	fare_sentire	eve:tax	eve:syn	3	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_make_sport	fare_sport	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_make_that	fare_in_modo:fare_sì	eve	eve	7	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_meet	incontrare:ritrovarsi:trovarsi:incontrarsi:riunirsi:trovare:ritrovare:conoscersi:andare_incontro	eve	eve	21	8	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_mew	miagolare	eve	eve	4	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_move	spostarsi:muoversi:muovere:trasferirsi:spostare:movimentare	eve	eve	40	48	7	9	0	0.0	0	0.0	ND	ND	0.143	0.111
to_must_have	dover_avere	eve	eve	4	3	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_nail	inchiodare	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_need	avere_bisogno:servire:richiedere:avere_necessità:volere:necessitare	eve	eve	15	11	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_neigh	nitrire	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_observe	osservare	tax:eve	coo:eve	15	14	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_offer	offrire	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_order	ordinare:rendere_ordinato	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_originate	provenire:originare	eve	eve	0	6	0	2	NA	NA	0	0.0	NA	D	NA	0.500
to_pass	passare:superare	eve	eve	17	8	5	2	0	0.0	0	0.0	ND	D	0.200	0.500
to_pay	pagare:prestare	eve	eve	4	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_perceive	percepire:scorgere	isa:eve:tax	isa:eve:coo	13	5	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
to_pick	prendere:cogliere	eve	eve	4	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_play	giocare:suonare	eve:tax	eve:coo	12	8	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
to_plow	solcare:arare	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_press	premere:imprimere	eve:tax	eve:syn:coo	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_proceed	procedere	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_process	elaborare:rielaborare	eve	eve	4	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_pull	tirare	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_purr	fare_le_fusa	eve	eve	5	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_put	mettere:porre:riporre	eve:eva	eve:eva	24	23	5	5	0	0.0	0	0.0	ND	ND	0.200	0.200
to_put_oneself	porsi:porgersi:mettersi:mettere	eve	eve	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_reach	raggiungere:pervenire	eve	eve	0	10	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_realize	rendersi_conto:realizzare	eve	eve	4	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_reason	ragionare	tax:eve	syn:eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_recall	richiamare:rievocare	eve	eve	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_receive	ricevere	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_recognize	riconoscere:individuare	eve	eve	0	7	0	2	NA	NA	0	0.0	NA	D	NA	0.500
to_refresh	ristorarsi:dissetare:dare_ristoro	eve:isa	eve:isa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_relax	rilassare:rilassarsi	eve	eve	7	8	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_remain	rimanere:restare	eve	eve	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_remove	togliere:rimuovere:cacciare:allontanare	eve	eve	10	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
to_repair	riparare	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_represent	rappresentare:esprimere	eve	eve	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_rest	riposare:riposarsi	eve	eve	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_ripen	maturare	eve	eve	8	11	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_rule	regolare:governare	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_run	correre:andare	eve	eve	10	8	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_sail	navigare:camminare	eve	eve	5	5	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_say	dire	eve	eve	21	13	4	3	0	0.0	0	0.0	ND	ND	0.250	0.333
to_scratch	graffiare	eve	eve	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_screw	avvitare:mettere	eve	eve	12	19	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_see	vedere:avvistare	isa:eve:tax	isa:eve:coo	63	76	6	5	0	0.0	0	0.0	ND	ND	0.167	0.200
to_seize	impossessarsi:catturare:prendere	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_sell	vendere	eve	eve	13	18	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_serve	servire	eve	eve	0	8	0	2	NA	NA	0	0.0	NA	D	NA	0.500
to_set_free	liberare:rendere_libero	eve	eve	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_share	condividere	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_shout	urlare:gridare	tax:eve	syn:eve	4	5	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_show	dimostrare:manifestare:mostrare:manifestarsi	eve:isa	eve:isa	6	4	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_sing	cantare	eve	eve	11	5	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_sit	sedersi	eve	eve	5	10	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_ski	sciare	eve	eve	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_sleep	dormire	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_slide	scorrere	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_smile	sorridere	eve	eve	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_smooth	lisciare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_soothe	lenire	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_speak	parlare	eve:tax	eve:coo	7	8	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_spend	passare:trascorrere:spendere	eve	eve	12	9	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
to_spy	spiare	eve:tax	eve:syn:coo	2	7	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_stay	stare:soggiornare	eve	eve	29	9	7	2	0	0.0	0	0.0	ND	D	0.143	0.500
to_stimulate	stimolare	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_stop	fermarsi:sostare	eve	eve	3	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_strike	colpire:percuotere	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_suffer	subire:soffrire:patire	eve	eve	0	7	0	2	NA	NA	0	0.0	NA	D	NA	0.500
to_sunbathe	prendere_il_sole	eve	eve	10	9	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_surround	circondare	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_swim	nuotare	eve	eve	6	10	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_take	prendere:portare:tenere:sostenere:pigliare:assumersi	eve:tax:isa	eve:syn:isa	41	33	2	5	0	0.0	0	0.0	D	ND	0.500	0.200
to_take_off	decollare	eve	eve	2	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_take_place	svolgere	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_talk	parlare:conversare	eve:tax:eco	eve:eco:coo	23	11	4	2	0	0.0	0	0.0	ND	D	0.250	0.500
to_think	pensare:avere_opinione	eve	eve	12	13	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
to_think_over	riflettere	eve:tax	eve:syn	7	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_thrill	appassionare	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_thrust	piantare:mettere:infiggere	eve	eve	9	14	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_tidy_up	sistemare:aggiustare:ordinare:mettere_a_posto:riordinare:rimettere_in_ordine:riavviare:accomodarsi	eve	eve	10	10	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_tie	legare	eve	eve	5	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_tone_up	tonificare	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_touch	toccare	isa:eve	isa:eve	40	25	4	3	0	0.0	0	0.0	ND	ND	0.250	0.333
to_tow	trainare	eve	eve	4	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_transform	trasformare:trasformarsi	eve	eve	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_transmit	trasmettere	eve	eve	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_transport	trasportare	eve	eve	24	28	5	4	0	0.0	0	0.0	ND	ND	0.200	0.250
to_travel	viaggiare:percorrere	eve	eve	21	24	4	5	0	0.0	0	0.0	ND	ND	0.250	0.200
to_trust	avere_fiducia:fidarsi	eve:tax	eve:syn	6	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_try	cercare:tentare	eve	eve	4	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_turn	girare:voltare:volgere:svoltare:rivolgersi:girarsi	eve	eve	3	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_tweet	cinguettare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_understand	capire:comprendere:recepire	eve:tax	eve:syn	26	14	6	3	0	0.0	0	0.0	ND	ND	0.167	0.333
to_unscrew	svitare	eve	eve	11	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_use	usare:utilizzare:servirsi:impiegare:adoperare	eve	eve	15	0	3	0	0	0.0	NA	NA	ND	NA	0.333	NA
to_wait	aspettare	eve	eve	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_walk	camminare:passeggiare	eve	eve	17	18	3	4	0	0.0	0	0.0	ND	ND	0.333	0.250
to_want	volere:desiderare	eve	eve	6	8	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_watch	guardare	isa:eve	isa:eve	37	32	5	3	0	0.0	0	0.0	ND	ND	0.200	0.333
to_work	lavorare:funzionare:andare	eve	eve	7	13	1	4	0	0.0	0	0.0	D	ND	1.000	0.250
to_write	scrivere	eve:tax	eve:exa	21	23	1	1	0	0.0	0	0.0	D	D	1.000	1.000
together	insieme:assieme	man:isa:pnp:eco	man:isa:pnp:eco	16	0	4	0	0	0.0	NA	NA	ND	NA	0.250	NA
tomato	pomodoro	tax:eco	coo:eco	4	2	2	1	0	0.0	0	0.0	D	D	0.500	1.000
tomato_sauce	pomarola:conserva	eco	eco	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
tomato_souce	passata	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
tool	strumento:utensile:attrezzo:arnese	isa:eco:par:eab	isa:eco:mer:eab	78	73	7	5	0	0.0	0	0.0	ND	ND	0.143	0.200
tooth	dente	par:eco	mer:eco	12	15	1	1	0	0.0	0	0.0	D	D	1.000	1.000
top	cima:sommità:estremità:vetta:top:parte_alta:cucuzzolo	spa:par:eva	spa:mer:eva	10	10	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
tortello	tortello	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
touch	tatto:tocco	eco:isa:eab:pnp:man	eco:isa:eab:pnp:man	10	9	2	1	0	0.0	0	0.0	D	D	0.500	1.000
tourism	turismo:turistico	tax:eco:ppe:pnp	exa:eco:ppe:pnp	6	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
towed	da_traino	tax	exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
towel	asciugamano	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
trace	traccia	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
tradition	tradizione	eco:eab	eco:eab	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
traffic	traffico	spa:eco	spa:eco	4	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
transparent	trasparente	ppe	ppe	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
transport	mezzo_di_trasporto:trasporto	isa:eco:tax:eab:spa:man	isa:eco:exa:eab:spa:man	49	74	6	7	0	0.0	0	0.0	ND	ND	0.167	0.143
trauma	trauma	eco:eab	eco:eab	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
tree	albero	par:eco:spa	mer:eco:spa	33	55	4	7	0	0.0	0	0.0	ND	ND	0.250	0.143
trentino	trentino	spa	spa	4	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
trip	viaggio:gita	eco:isa:eab	eco:isa:eab	6	9	2	2	0	0.0	0	0.0	D	D	0.500	0.500
tropical	tropicale	spa	spa	8	24	1	3	0	0.0	0	0.0	D	ND	1.000	0.333
tropical_country	paese_tropicale	spa	spa	7	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
true	vero	pnp	pnp	6	6	2	2	0	0.0	0	0.0	D	D	0.500	0.500
trunk	proboscide:bauletto:baule	eco:par	eco:mer	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
truth	verità	eab	eab	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
tuber	tubero	isa:eco	isa:eco	12	24	2	2	0	0.0	0	0.0	D	D	0.500	0.500
tuft	ciuffo:mazzo	par	mer	4	11	1	2	0	0.0	0	0.0	D	D	1.000	0.500
two	due	qua	qua	6	15	1	2	0	0.0	0	0.0	D	D	1.000	0.500
tympanum	timpano	spa:eco	spa:eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
type	tipo	eco:eab:qua:ppe:pnp	eco:eab:qua:ppe:pnp	0	9	0	1	NA	NA	0	0.0	NA	D	NA	1.000
typical	tipico:caratteristico	pnp:ppe:isa:eab	pnp:ppe:isa:eab	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
ugly	brutto	eva:ppe:pnp	eva:ppe:pnp	8	0	3	0	0	0.0	NA	NA	ND	NA	0.333	NA
ugly_duckling	brutto_anatroccolo:brutto_anattrocolo	tax	ins	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
uncertainty	incertezza	eab:isa	eab:isa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
underground	sottoterra:sotterraneo	spa:tax	spa:exa	11	24	2	2	0	0.0	0	0.0	D	D	0.500	0.500
unfortunately	purtroppo	eva:pnp	eva:pnp	7	10	1	1	0	0.0	0	0.0	D	D	1.000	1.000
unit	unità	isa:par	isa:mer	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
unpleasant	spiacevole:sgradevole:antipatico	eva:ppe:pnp	eva:ppe:pnp	10	25	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
unripe	acerbo	ppe:tim:tax	ppe:tim:exa	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
upper_part	parte_superiore:parte_alta	spa	spa	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
useful	utile	pnp	pnp	22	21	4	3	0	0.0	0	0.0	ND	ND	0.250	0.333
usually	di_solito:solitamente:in_genere:abitualmente:normalmente:usualmente	tim:qua:man	tim:qua:man	70	144	19	35	0	0.0	0	0.0	ND	ND	0.053	0.029
value	valore	isa:eab	isa:eab	6	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
various	vario	qua	qua	0	20	0	4	NA	NA	0	0.0	NA	ND	NA	0.250
various_breeds	varia_razza:varie_razze	qua	qua	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
various_colors	vario_colore:varia_colorazione	qua	qua	0	13	0	4	NA	NA	0	0.0	NA	ND	NA	0.250
various_kind	vario_tipo	qua:eco	qua:eco	0	13	0	2	NA	NA	0	0.0	NA	D	NA	0.500
various_material	vario_materiale	qua	qua	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
various_sizes	varia_dimensione:varia_grandezza:varia_misura:varie_taglie:varie_dimensione	qua	qua	9	17	1	2	0	0.0	0	0.0	D	D	1.000	0.500
