ConceptEn	ConceptIt	POS	Class	LetterCount	SyllableCount	FreqItWaC	LogFreqItWaC	FreqRepubblica	LogFreqRepubblica	FreqWikipedia	LogFreqWikipedia	MeanFamiliarityBlind	SDFamiliarityBlind	MeanFamiliaritySighted	SDFamiliaritySighted	FeaturesCountBlind	FeaturesCountSighted	DistinguishingFeaturesCountBlind	DistinguishingFeaturesPercentBlind	DistinguishingFeaturesCountSighted	DistinguishingFeaturesPercentSighted	AverageDistinctivenessAcrossFeatsBlind	AverageDistinctivenessAcrossFeatsSighted	MeanCueValidityBlind	MeanCueValiditySighted	IntercorrelatedFeatsCountBlind	IntercorrelatedFeatsPercentBlind	IntercorrelationalDensityBlind	IntercorrelatedFeatsCountSighted	IntercorrelatedFeatsPercentSighted	IntercorrelationalDensitySighted	FeatureEn	DistinguishingBlind	DistinguishingSighted	DistinctivenessBlind	DistinctivenessSighted	FeatureIt	FeatureTypeCoarse	FeatureTypeGranular	ConceptFeatureCountBlind	ConceptFeatureRankBlind	ConceptFeatureCountSighted	ConceptFeatureRankSighted	NegatedConceptFeatureBlind	NegatedConceptFeatureSighted
hammer	martello	n	tool	8	3	7457	8.9169	2510	7.8280	949	6.8554	2.1364	0.8144	2.5000	0.6355	39	35	19	48.7179	13	37.1429	0.5254	0.4071	0.0085	0.0099	71	9.5816	19.94938	105	17.6471	31.32498	wood	ND	ND	0.111	0.167	legno	par:spa:ppe	mad:spa:ppe	5	12	17	4	POS	POS
hammer	martello	n	tool	8	3	7457	8.9169	2510	7.8280	949	6.8554	2.1364	0.8144	2.5000	0.6355	39	35	19	48.7179	13	37.1429	0.5254	0.4071	0.0085	0.0099	71	9.5816	19.94938	105	17.6471	31.32498	work	ND	ND	0.200	0.167	lavoro	eco	eco	6	9	9	9	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	action	ND	ND	0.043	0.040	azione	isa:eve:eco	isa:eve:eco	11	1	15	2	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	art	ND	D	0.333	1.000	arte	isa	isa	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	beneficial	NA	D	NA	1.000	benefico	pnp	pnp	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	body	ND	ND	0.333	0.143	corpo	spa:eco	spa:eco	10	3	12	3	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	caress	D	D	1.000	1.000	carezza	isa:eco	isa:eco	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	circulation	D	D	1.000	1.000	circolazione	eco	eco	2	33	2	32	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	distortion	NA	D	NA	1.000	distorsione	eco	eco	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	finger	D	ND	1.000	0.250	dito	eco	eco	0	NA	3	18	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	hand	ND	ND	0.167	0.143	mano	eco	eco	10	3	15	2	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	job	D	D	1.000	0.500	professione:lavoro	isa:eco:eab	isa:eco:eab	3	14	3	18	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	leg	D	D	1.000	1.000	gamba	spa:eco	spa:eco	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	man	ND	ND	0.053	0.038	uomo	eco	eco	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	manipulation	D	NA	1.000	NA	manipolazione	eco:isa	eco:isa	3	14	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	masseur	D	NA	1.000	NA	massaggiatore	eco	eco	4	10	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	movement	D	NA	0.500	NA	movimento	isa:eco	isa:eco	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	muscle	D	D	1.000	1.000	muscolo	eco:spa	eco:spa	5	7	6	6	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	muscular	NA	D	NA	1.000	muscolare	spa	spa	0	NA	3	18	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	musculature	NA	D	NA	1.000	muscolatura	eco	eco	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	oil	D	ND	1.000	0.250	olio	eco	eco	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	oneself	ND	D	0.333	1.000	se_stesso	eco	eco	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	other_person	ND	ND	0.083	0.056	altra_persona:persona	eco:spa	eco:spa	0	NA	5	9	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	pain	ND	D	0.333	0.500	dolore:dolenzia	eab:eco	eab:eco	9	4	6	6	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	part_of_the_body	D	D	1.000	0.500	parte_del_corpo	spa:eco	spa:eco	4	10	4	10	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	person	ND	ND	0.023	0.022	persona	eco:spa	eco:spa	7	5	11	4	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	physical	ND	ND	0.333	0.250	fisico	ppe:pnp:man	ppe:pnp:man	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	physiotherapist	D	NA	1.000	NA	fisioterapista:massofisioterapista	eco	eco	3	14	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	pleasant	ND	ND	0.167	0.111	piacevole	eva	eva	2	33	2	32	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	pleasure	NA	ND	NA	0.333	piacere	eab:eve	eab:eve	0	NA	3	18	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	pressure	NA	D	NA	1.000	pressione	eco	eco	0	NA	3	18	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	relaxation	D	D	0.500	1.000	rilassamento:rilassatezza	eab	eab	3	14	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	relaxing	D	NA	1.000	NA	rilassante	ppe:pnp	ppe:pnp	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	special	NA	D	NA	1.000	apposito:speciale	pnp:ppe	pnp:ppe	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	therapeutic	D	NA	1.000	NA	terapeutico	tax:pnp	pnp:exa	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_alleviate	D	NA	1.000	NA	alleviare	eve	eve	5	7	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_be_used	ND	ND	0.048	0.034	essere_utilizzato	eve	eve	0	NA	3	18	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_cause	ND	D	0.333	0.500	provocare	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_cure	D	D	1.000	1.000	curare	eve	eve	2	33	3	18	POS	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_do	ND	ND	0.125	0.100	fare:compiere	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_get	D	NA	1.000	NA	trarre:ottenere	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_loosen_up	NA	D	NA	1.000	sciogliere	eve	eve	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_make	ND	D	0.125	0.500	rendere:effettuare:compiere	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_make_good	ND	NA	0.200	NA	fare_bene	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_move	ND	ND	0.143	0.111	muovere	eve	eve	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_press	NA	D	NA	1.000	premere:imprimere	tax:eve	syn:eve:coo	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_put	ND	ND	0.200	0.200	porre:mettere	eve	eve	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_relax	D	D	0.500	0.500	rilassare	eve	eve	0	NA	5	9	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_soothe	D	NA	1.000	NA	lenire	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_stimulate	D	NA	1.000	NA	stimolare	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_tone_up	NA	D	NA	1.000	tonificare	eve	eve	0	NA	3	18	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_try	D	D	1.000	1.000	cercare:tentare	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	to_use	ND	NA	0.333	NA	usare	eve	eve	2	33	0	NA	POS	NA
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	usually	ND	ND	0.053	0.029	di_solito:solitamente:in_genere	tim:qua	tim:qua	0	NA	5	9	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	verb	ND	ND	0.059	0.083	verbo	isa	isa	0	NA	2	32	NA	POS
to_massage	massaggiare	v	tac_event	11	4	3573	8.1812	376	5.9296	71	4.2627	2.0000	0.7977	1.8846	0.7507	33	32	20	60.6061	17	53.1250	0.6536	0.5330	0.0303	0.0020	28	5.3030	5.1802	26	5.2419	4.89176	welfare	D	NA	1.000	NA	benessere	eab	eab	4	10	0	NA	POS	NA
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	black	ND	ND	0.200	0.100	nero	ppe	ppe	2	33	0	NA	POS	NA
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	blue	D	D	0.500	1.000	blu	ppe	ppe	2	33	0	NA	POS	NA
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	child	ND	ND	0.100	0.143	bambino:piccolo	eco:tim	eco:tim	3	20	3	21	POS	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	color	ND	NA	0.333	NA	colore	ppe:eco	ppe:eco	3	20	0	NA	POS	NA
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	colored	D	D	1.000	1.000	colorato	ppe	ppe	4	14	2	37	POS	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	cylinder	NA	D	NA	1.000	cilindro	ppe:isa	ppe:isa	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	designer	NA	D	NA	1.000	disegnatore	eco	eco	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	especially	ND	ND	0.200	0.167	soprattutto	qua	qua	2	33	0	NA	POS	NA
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	graphite	D	D	1.000	1.000	grafite	par	mad:mer	4	14	6	11	POS	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	gray	NA	ND	NA	0.250	grigio	ppe	ppe	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	hard	ND	ND	0.333	0.333	duro	ppe	ppe	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	inside	ND	ND	0.111	0.062	interno:dentro	spa	spa	3	20	6	11	POS	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	lead	D	D	1.000	1.000	mina	par	mer	2	33	7	8	POS	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	long	ND	ND	0.111	0.062	lungo	ppe	ppe	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	modern	D	D	1.000	0.500	moderno	tim	tim	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	note	D	D	1.000	0.500	appunto:annotazione	eco	eco	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	object	ND	ND	0.053	0.056	oggetto	isa	isa	5	9	15	2	POS	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	oblong	ND	ND	0.125	0.125	allungato	ppe	ppe	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	outside	D	ND	0.500	0.143	parte_esterna:esterno	spa	spa	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	paper	D	D	0.500	1.000	carta	spa:par	spa:mad	4	14	4	16	POS	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	part	ND	ND	0.200	0.111	parte	par:eco	mer:eco	0	NA	2	37	NA	POS
pencil	matita	n	tool	6	3	9903	9.2006	1487	7.3045	661	6.4938	2.0909	0.9491	2.6538	0.6166	33	37	20	60.6061	23	62.1622	0.5912	0.6058	0.0055	0.0064	21	3.9773	5.2564	25	3.7538	7.25071	pen	D	D	1.000	1.000	penna:biro	tax:eco:isa	coo:eco:isa	5	9	3	21	POS	POS
