"targetWord","sense","score.std","score","maxPercepStrength.std","maxPercepStrength","domSense","sumPercepStrength.std","sumPercepStrength","entropy","modalityExclusivity","length","CDcount","zipf","fpmw","LogFmpw","ortographNeigh","ortographLevenshtein","FAM.std","FAM","AoA.std","AoA","CA.std","CA"
"ammuffito","udito",-0.735,0.162,1.27,4.385,"vista",2.287,13.393,1.366,0.315,9,56,2.709,0.506,-0.295,3,2.4,0.354,5.444,-0.027,4.6,0.435,5.789
"ammuffito","vista",1.27,4.385,1.27,4.385,"vista",2.287,13.393,1.366,0.315,9,56,2.709,0.506,-0.295,3,2.4,0.354,5.444,-0.027,4.6,0.435,5.789
"amorale","gusto",-0.824,0.029,0.542,2.944,"vista",-1.349,6.084,1.044,0.479,7,15,2.145,0.132,-0.878,3,1.75,-0.321,4.278,1.064,6.15,-0.538,3.895
"amorale","olfatto",-0.749,0.194,0.542,2.944,"vista",-1.349,6.084,1.044,0.479,7,15,2.145,0.132,-0.878,3,1.75,-0.321,4.278,1.064,6.15,-0.538,3.895
"amorale","tatto",-0.627,0.444,0.542,2.944,"vista",-1.349,6.084,1.044,0.479,7,15,2.145,0.132,-0.878,3,1.75,-0.321,4.278,1.064,6.15,-0.538,3.895
"amorale","udito",0.308,2.472,0.542,2.944,"vista",-1.349,6.084,1.044,0.479,7,15,2.145,0.132,-0.878,3,1.75,-0.321,4.278,1.064,6.15,-0.538,3.895
"amorale","vista",0.542,2.944,0.542,2.944,"vista",-1.349,6.084,1.044,0.479,7,15,2.145,0.132,-0.878,3,1.75,-0.321,4.278,1.064,6.15,-0.538,3.895
"ampio","gusto",-0.762,0.167,1.436,4.811,"vista",0.339,9.626,1.143,0.483,5,337,3.472,2.969,0.473,5,1.5,0.741,6.706,-0.264,4,0.595,6.222
"ampio","olfatto",-0.764,0.162,1.436,4.811,"vista",0.339,9.626,1.143,0.483,5,337,3.472,2.969,0.473,5,1.5,0.741,6.706,-0.264,4,0.595,6.222
"ampio","tatto",0.53,2.919,1.436,4.811,"vista",0.339,9.626,1.143,0.483,5,337,3.472,2.969,0.473,5,1.5,0.741,6.706,-0.264,4,0.595,6.222
"ampio","udito",-0.101,1.568,1.436,4.811,"vista",0.339,9.626,1.143,0.483,5,337,3.472,2.969,0.473,5,1.5,0.741,6.706,-0.264,4,0.595,6.222
"ampio","vista",1.436,4.811,1.436,4.811,"vista",0.339,9.626,1.143,0.483,5,337,3.472,2.969,0.473,5,1.5,0.741,6.706,-0.264,4,0.595,6.222
"analitico","gusto",-0.834,0.182,-0.007,1.939,"vista",-2.53,4.364,1.189,0.403,9,17,2.145,0.132,-0.878,2,2.5,0.15,5.211,1.426,6.176,-0.773,4.053
"analitico","olfatto",-0.834,0.182,-0.007,1.939,"vista",-2.53,4.364,1.189,0.403,9,17,2.145,0.132,-0.878,2,2.5,0.15,5.211,1.426,6.176,-0.773,4.053
"analitico","tatto",-0.752,0.333,-0.007,1.939,"vista",-2.53,4.364,1.189,0.403,9,17,2.145,0.132,-0.878,2,2.5,0.15,5.211,1.426,6.176,-0.773,4.053
"analitico","udito",-0.104,1.727,-0.007,1.939,"vista",-2.53,4.364,1.189,0.403,9,17,2.145,0.132,-0.878,2,2.5,0.15,5.211,1.426,6.176,-0.773,4.053
"analitico","vista",-0.007,1.939,-0.007,1.939,"vista",-2.53,4.364,1.189,0.403,9,17,2.145,0.132,-0.878,2,2.5,0.15,5.211,1.426,6.176,-0.773,4.053
"annebbiato","gusto",-0.796,0.077,1.519,4.846,"vista",-1.11,6.179,0.791,0.772,10,57,2.771,0.584,-0.233,4,2.1,0.18,5.316,0.249,4.647,-0.123,5.053
"annebbiato","olfatto",-0.584,0.462,1.519,4.846,"vista",-1.11,6.179,0.791,0.772,10,57,2.771,0.584,-0.233,4,2.1,0.18,5.316,0.249,4.647,-0.123,5.053
"annebbiato","tatto",-0.645,0.359,1.519,4.846,"vista",-1.11,6.179,0.791,0.772,10,57,2.771,0.584,-0.233,4,2.1,0.18,5.316,0.249,4.647,-0.123,5.053
"annebbiato","udito",-0.604,0.436,1.519,4.846,"vista",-1.11,6.179,0.791,0.772,10,57,2.771,0.584,-0.233,4,2.1,0.18,5.316,0.249,4.647,-0.123,5.053
"annebbiato","vista",1.519,4.846,1.519,4.846,"vista",-1.11,6.179,0.791,0.772,10,57,2.771,0.584,-0.233,4,2.1,0.18,5.316,0.249,4.647,-0.123,5.053
"annerito","gusto",-0.637,0.525,1.408,4.825,"vista",-1.392,6.425,0.88,0.732,8,16,2.252,0.171,-0.766,4,1.8,0.113,5,-0.209,4.3,0.212,5.421
"annerito","olfatto",-0.632,0.55,1.408,4.825,"vista",-1.392,6.425,0.88,0.732,8,16,2.252,0.171,-0.766,4,1.8,0.113,5,-0.209,4.3,0.212,5.421
"annerito","tatto",-0.701,0.4,1.408,4.825,"vista",-1.392,6.425,0.88,0.732,8,16,2.252,0.171,-0.766,4,1.8,0.113,5,-0.209,4.3,0.212,5.421
"annerito","udito",-0.831,0.125,1.408,4.825,"vista",-1.392,6.425,0.88,0.732,8,16,2.252,0.171,-0.766,4,1.8,0.113,5,-0.209,4.3,0.212,5.421
"annerito","vista",1.408,4.825,1.408,4.825,"vista",-1.392,6.425,0.88,0.732,8,16,2.252,0.171,-0.766,4,1.8,0.113,5,-0.209,4.3,0.212,5.421
"annuvolato","gusto",-0.881,0.026,1.425,4.868,"vista",-1.551,6.15,0.746,0.787,10,4,1.589,0.031,-1.506,1,2.55,0.337,5.941,-0.691,3.333,0.374,5.889
"annuvolato","olfatto",-0.608,0.615,1.425,4.868,"vista",-1.551,6.15,0.746,0.787,10,4,1.589,0.031,-1.506,1,2.55,0.337,5.941,-0.691,3.333,0.374,5.889
"annuvolato","tatto",-0.737,0.333,1.425,4.868,"vista",-1.551,6.15,0.746,0.787,10,4,1.589,0.031,-1.506,1,2.55,0.337,5.941,-0.691,3.333,0.374,5.889
"annuvolato","udito",-0.749,0.308,1.425,4.868,"vista",-1.551,6.15,0.746,0.787,10,4,1.589,0.031,-1.506,1,2.55,0.337,5.941,-0.691,3.333,0.374,5.889
"annuvolato","vista",1.425,4.868,1.425,4.868,"vista",-1.551,6.15,0.746,0.787,10,4,1.589,0.031,-1.506,1,2.55,0.337,5.941,-0.691,3.333,0.374,5.889
"ansimante","gusto",-0.829,0,1.457,4.769,"udito",0.365,9.462,1.015,0.504,9,17,2.169,0.14,-0.853,2,2.25,-0.197,4.556,0.406,5.15,0.058,5.105
"ansimante","olfatto",-0.718,0.231,1.457,4.769,"udito",0.365,9.462,1.015,0.504,9,17,2.169,0.14,-0.853,2,2.25,-0.197,4.556,0.406,5.15,0.058,5.105
"ansimante","tatto",-0.449,0.821,1.457,4.769,"udito",0.365,9.462,1.015,0.504,9,17,2.169,0.14,-0.853,2,2.25,-0.197,4.556,0.406,5.15,0.058,5.105
"ansimante","udito",1.457,4.769,1.457,4.769,"udito",0.365,9.462,1.015,0.504,9,17,2.169,0.14,-0.853,2,2.25,-0.197,4.556,0.406,5.15,0.058,5.105
"ansimante","vista",0.904,3.641,1.457,4.769,"udito",0.365,9.462,1.015,0.504,9,17,2.169,0.14,-0.853,2,2.25,-0.197,4.556,0.406,5.15,0.058,5.105
"antisettico","gusto",-0.565,0.541,0.428,2.649,"vista",-1.141,6.27,1.34,0.375,11,26,2.367,0.226,-0.646,2,2.5,-0.507,4,1.777,6.647,-0.603,4.316
"antisettico","olfatto",0.134,2.027,0.428,2.649,"vista",-1.141,6.27,1.34,0.375,11,26,2.367,0.226,-0.646,2,2.5,-0.507,4,1.777,6.647,-0.603,4.316
"antisettico","tatto",-0.453,0.757,0.428,2.649,"vista",-1.141,6.27,1.34,0.375,11,26,2.367,0.226,-0.646,2,2.5,-0.507,4,1.777,6.647,-0.603,4.316
"antisettico","udito",-0.685,0.297,0.428,2.649,"vista",-1.141,6.27,1.34,0.375,11,26,2.367,0.226,-0.646,2,2.5,-0.507,4,1.777,6.647,-0.603,4.316
"antisettico","vista",0.428,2.649,0.428,2.649,"vista",-1.141,6.27,1.34,0.375,11,26,2.367,0.226,-0.646,2,2.5,-0.507,4,1.777,6.647,-0.603,4.316
"apatico","gusto",-0.779,0.132,0.553,2.947,"vista",-1.489,5.663,1.078,0.497,7,23,2.27,0.179,-0.747,3,1.85,0.304,5.412,1.193,6.35,0.015,4.947
"apatico","olfatto",-0.714,0.189,0.553,2.947,"vista",-1.489,5.663,1.078,0.497,7,23,2.27,0.179,-0.747,3,1.85,0.304,5.412,1.193,6.35,0.015,4.947
"apatico","tatto",-0.678,0.342,0.553,2.947,"vista",-1.489,5.663,1.078,0.497,7,23,2.27,0.179,-0.747,3,1.85,0.304,5.412,1.193,6.35,0.015,4.947
"apatico","udito",0.129,2.053,0.553,2.947,"vista",-1.489,5.663,1.078,0.497,7,23,2.27,0.179,-0.747,3,1.85,0.304,5.412,1.193,6.35,0.015,4.947
"apatico","vista",0.553,2.947,0.553,2.947,"vista",-1.489,5.663,1.078,0.497,7,23,2.27,0.179,-0.747,3,1.85,0.304,5.412,1.193,6.35,0.015,4.947
"aperto","gusto",-0.721,0.375,1.411,4.825,"vista",0.857,11.25,1.327,0.396,6,5121,4.736,54.629,1.737,14,1.15,0.879,6.941,-1.318,2.5,0.883,6.778
"aperto","olfatto",-0.503,0.825,1.411,4.825,"vista",0.857,11.25,1.327,0.396,6,5121,4.736,54.629,1.737,14,1.15,0.879,6.941,-1.318,2.5,0.883,6.778
"aperto","tatto",0.68,3.35,1.411,4.825,"vista",0.857,11.25,1.327,0.396,6,5121,4.736,54.629,1.737,14,1.15,0.879,6.941,-1.318,2.5,0.883,6.778
"aperto","udito",-0.01,1.875,1.411,4.825,"vista",0.857,11.25,1.327,0.396,6,5121,4.736,54.629,1.737,14,1.15,0.879,6.941,-1.318,2.5,0.883,6.778
"aperto","vista",1.411,4.825,1.411,4.825,"vista",0.857,11.25,1.327,0.396,6,5121,4.736,54.629,1.737,14,1.15,0.879,6.941,-1.318,2.5,0.883,6.778
"appannato","gusto",-0.765,0.184,1.542,4.897,"vista",-0.585,7.364,0.942,0.641,9,16,2.191,0.148,-0.83,4,1.9,0.277,5.474,-0.156,4.059,0.504,6.158
"appannato","olfatto",-0.744,0.179,1.542,4.897,"vista",-0.585,7.364,0.942,0.641,9,16,2.191,0.148,-0.83,4,1.9,0.277,5.474,-0.156,4.059,0.504,6.158
"appannato","tatto",0.02,1.744,1.542,4.897,"vista",-0.585,7.364,0.942,0.641,9,16,2.191,0.148,-0.83,4,1.9,0.277,5.474,-0.156,4.059,0.504,6.158
"appannato","udito",-0.638,0.359,1.542,4.897,"vista",-0.585,7.364,0.942,0.641,9,16,2.191,0.148,-0.83,4,1.9,0.277,5.474,-0.156,4.059,0.504,6.158
"appannato","vista",1.542,4.897,1.542,4.897,"vista",-0.585,7.364,0.942,0.641,9,16,2.191,0.148,-0.83,4,1.9,0.277,5.474,-0.156,4.059,0.504,6.158
"appassito","gusto",-0.502,0.824,1.318,4.706,"vista",0.441,10.471,1.304,0.43,9,14,2.145,0.132,-0.878,3,2.1,0.3,5.389,-0.461,3.9,0.501,5.895
"appassito","olfatto",0.057,2.029,1.318,4.706,"vista",0.441,10.471,1.304,0.43,9,14,2.145,0.132,-0.878,3,2.1,0.3,5.389,-0.461,3.9,0.501,5.895
"appassito","tatto",0.369,2.706,1.318,4.706,"vista",0.441,10.471,1.304,0.43,9,14,2.145,0.132,-0.878,3,2.1,0.3,5.389,-0.461,3.9,0.501,5.895
"appassito","udito",-0.8,0.206,1.318,4.706,"vista",0.441,10.471,1.304,0.43,9,14,2.145,0.132,-0.878,3,2.1,0.3,5.389,-0.461,3.9,0.501,5.895
"appassito","vista",1.318,4.706,1.318,4.706,"vista",0.441,10.471,1.304,0.43,9,14,2.145,0.132,-0.878,3,2.1,0.3,5.389,-0.461,3.9,0.501,5.895
"appestante","gusto",-0.484,0.912,0.962,3.971,"olfatto",-0.981,7.5,1.266,0.49,10,1,1.191,0.008,-2.108,0,2.2,-1.542,2.158,0.658,5.214,-1.015,3.526
"appestante","olfatto",0.962,3.971,0.962,3.971,"olfatto",-0.981,7.5,1.266,0.49,10,1,1.191,0.008,-2.108,0,2.2,-1.542,2.158,0.658,5.214,-1.015,3.526
"appestante","tatto",-0.753,0.294,0.962,3.971,"olfatto",-0.981,7.5,1.266,0.49,10,1,1.191,0.008,-2.108,0,2.2,-1.542,2.158,0.658,5.214,-1.015,3.526
"appestante","udito",-0.595,0.647,0.962,3.971,"olfatto",-0.981,7.5,1.266,0.49,10,1,1.191,0.008,-2.108,0,2.2,-1.542,2.158,0.658,5.214,-1.015,3.526
"appestante","vista",-0.11,1.676,0.962,3.971,"olfatto",-0.981,7.5,1.266,0.49,10,1,1.191,0.008,-2.108,0,2.2,-1.542,2.158,0.658,5.214,-1.015,3.526
"appetitoso","gusto",1.388,4.703,1.388,4.703,"gusto",2.822,14.902,1.379,0.29,10,80,2.903,0.795,-0.1,4,2.45,0.337,5.941,-0.24,3.944,0.526,6.167
"appetitoso","olfatto",1.22,4.361,1.388,4.703,"gusto",2.822,14.902,1.379,0.29,10,80,2.903,0.795,-0.1,4,2.45,0.337,5.941,-0.24,3.944,0.526,6.167
"appetitoso","tatto",-0.286,1.216,1.388,4.703,"gusto",2.822,14.902,1.379,0.29,10,80,2.903,0.795,-0.1,4,2.45,0.337,5.941,-0.24,3.944,0.526,6.167
"appetitoso","udito",-0.671,0.378,1.388,4.703,"gusto",2.822,14.902,1.379,0.29,10,80,2.903,0.795,-0.1,4,2.45,0.337,5.941,-0.24,3.944,0.526,6.167
"appetitoso","vista",1.171,4.243,1.388,4.703,"gusto",2.822,14.902,1.379,0.29,10,80,2.903,0.795,-0.1,4,2.45,0.337,5.941,-0.24,3.944,0.526,6.167
"appiattito","gusto",-0.786,0.128,1.434,4.692,"vista",0.638,10,0.957,0.459,10,9,1.89,0.07,-1.154,2,2.55,0.152,5.111,-0.063,4.45,0.185,5.316
"appiattito","olfatto",-0.783,0.103,1.434,4.692,"vista",0.638,10,0.957,0.459,10,9,1.89,0.07,-1.154,2,2.55,0.152,5.111,-0.063,4.45,0.185,5.316
"appiattito","tatto",1.392,4.615,1.434,4.692,"vista",0.638,10,0.957,0.459,10,9,1.89,0.07,-1.154,2,2.55,0.152,5.111,-0.063,4.45,0.185,5.316
"appiattito","udito",-0.62,0.462,1.434,4.692,"vista",0.638,10,0.957,0.459,10,9,1.89,0.07,-1.154,2,2.55,0.152,5.111,-0.063,4.45,0.185,5.316
"appiattito","vista",1.434,4.692,1.434,4.692,"vista",0.638,10,0.957,0.459,10,9,1.89,0.07,-1.154,2,2.55,0.152,5.111,-0.063,4.45,0.185,5.316
"appiccicoso","gusto",-0.082,1.564,1.519,4.895,"tatto",1.03,10.782,1.326,0.398,11,144,3.115,1.301,0.114,3,2.05,0.641,6.158,-0.98,2.941,0.502,6.111
"appiccicoso","olfatto",-0.518,0.641,1.519,4.895,"tatto",1.03,10.782,1.326,0.398,11,144,3.115,1.301,0.114,3,2.05,0.641,6.158,-0.98,2.941,0.502,6.111
"appiccicoso","tatto",1.519,4.895,1.519,4.895,"tatto",1.03,10.782,1.326,0.398,11,144,3.115,1.301,0.114,3,2.05,0.641,6.158,-0.98,2.941,0.502,6.111
"appiccicoso","udito",-0.514,0.605,1.519,4.895,"tatto",1.03,10.782,1.326,0.398,11,144,3.115,1.301,0.114,3,2.05,0.641,6.158,-0.98,2.941,0.502,6.111
"appiccicoso","vista",0.624,3.077,1.519,4.895,"tatto",1.03,10.782,1.326,0.398,11,144,3.115,1.301,0.114,3,2.05,0.641,6.158,-0.98,2.941,0.502,6.111
"appuntito","gusto",-0.657,0.529,1.433,4.941,"tatto",0.684,11.029,1.097,0.435,9,82,2.907,0.803,-0.096,5,1.75,0.506,5.778,-0.867,3.3,0.695,6.263
"appuntito","olfatto",-0.835,0.147,1.433,4.941,"tatto",0.684,11.029,1.097,0.435,9,82,2.907,0.803,-0.096,5,1.75,0.506,5.778,-0.867,3.3,0.695,6.263
"appuntito","tatto",1.433,4.941,1.433,4.941,"tatto",0.684,11.029,1.097,0.435,9,82,2.907,0.803,-0.096,5,1.75,0.506,5.778,-0.867,3.3,0.695,6.263
"appuntito","udito",-0.586,0.676,1.433,4.941,"tatto",0.684,11.029,1.097,0.435,9,82,2.907,0.803,-0.096,5,1.75,0.506,5.778,-0.867,3.3,0.695,6.263
"appuntito","vista",1.329,4.735,1.433,4.941,"tatto",0.684,11.029,1.097,0.435,9,82,2.907,0.803,-0.096,5,1.75,0.506,5.778,-0.867,3.3,0.695,6.263
"arancione","gusto",-0.604,0.462,1.585,5,"vista",-1.151,6.179,0.731,0.792,9,424,3.672,4.706,0.673,2,1.75,0.871,6.579,-1.473,2.294,0.599,6.211
"arancione","olfatto",-0.651,0.359,1.585,5,"vista",-1.151,6.179,0.731,0.792,9,424,3.672,4.706,0.673,2,1.75,0.871,6.579,-1.473,2.294,0.599,6.211
"arancione","tatto",-0.7,0.256,1.585,5,"vista",-1.151,6.179,0.731,0.792,9,424,3.672,4.706,0.673,2,1.75,0.871,6.579,-1.473,2.294,0.599,6.211
"arancione","udito",-0.781,0.103,1.585,5,"vista",-1.151,6.179,0.731,0.792,9,424,3.672,4.706,0.673,2,1.75,0.871,6.579,-1.473,2.294,0.599,6.211
"arancione","vista",1.585,5,1.585,5,"vista",-1.151,6.179,0.731,0.792,9,424,3.672,4.706,0.673,2,1.75,0.871,6.579,-1.473,2.294,0.599,6.211
"arcato","gusto",-0.86,0.1,1.384,4.867,"vista",0.058,9.767,0.943,0.491,6,NA,NA,NA,NA,10,1.25,-1.69,1.895,0.772,5.25,-1.828,2.474
"arcato","olfatto",-0.876,0.067,1.384,4.867,"vista",0.058,9.767,0.943,0.491,6,NA,NA,NA,NA,10,1.25,-1.69,1.895,0.772,5.25,-1.828,2.474
"arcato","tatto",1.082,4.233,1.384,4.867,"vista",0.058,9.767,0.943,0.491,6,NA,NA,NA,NA,10,1.25,-1.69,1.895,0.772,5.25,-1.828,2.474
"arcato","udito",-0.672,0.5,1.384,4.867,"vista",0.058,9.767,0.943,0.491,6,NA,NA,NA,NA,10,1.25,-1.69,1.895,0.772,5.25,-1.828,2.474
"arcato","vista",1.384,4.867,1.384,4.867,"vista",0.058,9.767,0.943,0.491,6,NA,NA,NA,NA,10,1.25,-1.69,1.895,0.772,5.25,-1.828,2.474
"argentato","gusto",-0.755,0.154,1.524,4.897,"vista",-1.214,6.084,0.738,0.78,9,55,2.722,0.522,-0.282,3,1.85,0.068,5.105,-0.459,3.647,0.301,5.737
"argentato","olfatto",-0.731,0.205,1.524,4.897,"vista",-1.214,6.084,0.738,0.78,9,55,2.722,0.522,-0.282,3,1.85,0.068,5.105,-0.459,3.647,0.301,5.737
"argentato","tatto",-0.549,0.564,1.524,4.897,"vista",-1.214,6.084,0.738,0.78,9,55,2.722,0.522,-0.282,3,1.85,0.068,5.105,-0.459,3.647,0.301,5.737
"argentato","udito",-0.704,0.263,1.524,4.897,"vista",-1.214,6.084,0.738,0.78,9,55,2.722,0.522,-0.282,3,1.85,0.068,5.105,-0.459,3.647,0.301,5.737
"argentato","vista",1.524,4.897,1.524,4.897,"vista",-1.214,6.084,0.738,0.78,9,55,2.722,0.522,-0.282,3,1.85,0.068,5.105,-0.459,3.647,0.301,5.737
"argenteo","gusto",-0.819,0.054,1.48,4.892,"vista",-1.375,6,0.653,0.806,8,16,2.421,0.257,-0.59,3,1.8,-0.295,4.824,0.33,4.765,0.222,5.556
"argenteo","olfatto",-0.805,0.081,1.48,4.892,"vista",-1.375,6,0.653,0.806,8,16,2.421,0.257,-0.59,3,1.8,-0.295,4.824,0.33,4.765,0.222,5.556
"argenteo","tatto",-0.506,0.73,1.48,4.892,"vista",-1.375,6,0.653,0.806,8,16,2.421,0.257,-0.59,3,1.8,-0.295,4.824,0.33,4.765,0.222,5.556
"argenteo","udito",-0.726,0.243,1.48,4.892,"vista",-1.375,6,0.653,0.806,8,16,2.421,0.257,-0.59,3,1.8,-0.295,4.824,0.33,4.765,0.222,5.556
"argenteo","vista",1.48,4.892,1.48,4.892,"vista",-1.375,6,0.653,0.806,8,16,2.421,0.257,-0.59,3,1.8,-0.295,4.824,0.33,4.765,0.222,5.556
"aromatico","gusto",1.281,4.594,1.361,4.788,"olfatto",0.79,11.192,1.094,0.422,9,13,2.145,0.132,-0.878,3,2.1,0.054,4.889,0.33,5.158,0.482,5.842
"aromatico","olfatto",1.361,4.788,1.361,4.788,"olfatto",0.79,11.192,1.094,0.422,9,13,2.145,0.132,-0.878,3,2.1,0.054,4.889,0.33,5.158,0.482,5.842
"aromatico","tatto",-0.827,0.156,1.361,4.788,"olfatto",0.79,11.192,1.094,0.422,9,13,2.145,0.132,-0.878,3,2.1,0.054,4.889,0.33,5.158,0.482,5.842
"aromatico","udito",-0.877,0.061,1.361,4.788,"olfatto",0.79,11.192,1.094,0.422,9,13,2.145,0.132,-0.878,3,2.1,0.054,4.889,0.33,5.158,0.482,5.842
"aromatico","vista",-0.148,1.594,1.361,4.788,"olfatto",0.79,11.192,1.094,0.422,9,13,2.145,0.132,-0.878,3,2.1,0.054,4.889,0.33,5.158,0.482,5.842
"arricciato","gusto",-0.726,0.231,1.486,4.795,"vista",0.243,9.154,0.918,0.518,10,15,2.27,0.179,-0.747,4,1.95,-0.032,4.778,-0.134,4.35,-0.261,4.579
"arricciato","olfatto",-0.808,0.051,1.486,4.795,"vista",0.243,9.154,0.918,0.518,10,15,2.27,0.179,-0.747,4,1.95,-0.032,4.778,-0.134,4.35,-0.261,4.579
"arricciato","tatto",1.013,3.846,1.486,4.795,"vista",0.243,9.154,0.918,0.518,10,15,2.27,0.179,-0.747,4,1.95,-0.032,4.778,-0.134,4.35,-0.261,4.579
"arricciato","udito",-0.723,0.231,1.486,4.795,"vista",0.243,9.154,0.918,0.518,10,15,2.27,0.179,-0.747,4,1.95,-0.032,4.778,-0.134,4.35,-0.261,4.579
"arricciato","vista",1.486,4.795,1.486,4.795,"vista",0.243,9.154,0.918,0.518,10,15,2.27,0.179,-0.747,4,1.95,-0.032,4.778,-0.134,4.35,-0.261,4.579
"arrossato","gusto",-0.796,0.103,1.571,4.949,"vista",-1.214,6.103,0.695,0.794,9,22,2.288,0.187,-0.728,4,1.8,0.536,6.353,-0.634,3.444,0.5,6.111
"arrossato","olfatto",-0.678,0.308,1.571,4.949,"vista",-1.214,6.103,0.695,0.794,9,22,2.288,0.187,-0.728,4,1.8,0.536,6.353,-0.634,3.444,0.5,6.111
"arrossato","tatto",-0.517,0.641,1.571,4.949,"vista",-1.214,6.103,0.695,0.794,9,22,2.288,0.187,-0.728,4,1.8,0.536,6.353,-0.634,3.444,0.5,6.111
"arrossato","udito",-0.794,0.103,1.571,4.949,"vista",-1.214,6.103,0.695,0.794,9,22,2.288,0.187,-0.728,4,1.8,0.536,6.353,-0.634,3.444,0.5,6.111
"arrossato","vista",1.571,4.949,1.571,4.949,"vista",-1.214,6.103,0.695,0.794,9,22,2.288,0.187,-0.728,4,1.8,0.536,6.353,-0.634,3.444,0.5,6.111
"arrossito","gusto",-0.427,1.029,1.401,4.882,"vista",-0.77,7.971,1.177,0.565,9,25,2.381,0.234,-0.631,5,1.75,0.63,6,-0.625,3.65,0.087,5.105
"arrossito","olfatto",-0.41,1.059,1.401,4.882,"vista",-0.77,7.971,1.177,0.565,9,25,2.381,0.234,-0.631,5,1.75,0.63,6,-0.625,3.65,0.087,5.105
"arrossito","tatto",-0.613,0.618,1.401,4.882,"vista",-0.77,7.971,1.177,0.565,9,25,2.381,0.234,-0.631,5,1.75,0.63,6,-0.625,3.65,0.087,5.105
"arrossito","udito",-0.722,0.382,1.401,4.882,"vista",-0.77,7.971,1.177,0.565,9,25,2.381,0.234,-0.631,5,1.75,0.63,6,-0.625,3.65,0.087,5.105
"arrossito","vista",1.401,4.882,1.401,4.882,"vista",-0.77,7.971,1.177,0.565,9,25,2.381,0.234,-0.631,5,1.75,0.63,6,-0.625,3.65,0.087,5.105
"arrostito","gusto",0.962,3.718,1.363,4.538,"vista",2.382,13.538,1.427,0.294,9,78,2.824,0.662,-0.179,5,1.75,0.324,5.389,-0.497,3.9,0.687,6.222
"arrostito","olfatto",0.825,3.41,1.363,4.538,"vista",2.382,13.538,1.427,0.294,9,78,2.824,0.662,-0.179,5,1.75,0.324,5.389,-0.497,3.9,0.687,6.222
"arrostito","tatto",-0.197,1.308,1.363,4.538,"vista",2.382,13.538,1.427,0.294,9,78,2.824,0.662,-0.179,5,1.75,0.324,5.389,-0.497,3.9,0.687,6.222
"arrostito","udito",-0.57,0.564,1.363,4.538,"vista",2.382,13.538,1.427,0.294,9,78,2.824,0.662,-0.179,5,1.75,0.324,5.389,-0.497,3.9,0.687,6.222
"arrostito","vista",1.363,4.538,1.363,4.538,"vista",2.382,13.538,1.427,0.294,9,78,2.824,0.662,-0.179,5,1.75,0.324,5.389,-0.497,3.9,0.687,6.222
"arrotondato","gusto",-0.595,0.487,1.496,4.816,"vista",1.058,10.765,1.116,0.424,11,29,2.408,0.249,-0.603,5,2.1,0.401,5.737,-0.408,3.706,0.404,5.947
"arrotondato","olfatto",-0.701,0.256,1.496,4.816,"vista",1.058,10.765,1.116,0.424,11,29,2.408,0.249,-0.603,5,2.1,0.401,5.737,-0.408,3.706,0.404,5.947
"arrotondato","tatto",1.384,4.59,1.496,4.816,"vista",1.058,10.765,1.116,0.424,11,29,2.408,0.249,-0.603,5,2.1,0.401,5.737,-0.408,3.706,0.404,5.947
"arrotondato","udito",-0.525,0.615,1.496,4.816,"vista",1.058,10.765,1.116,0.424,11,29,2.408,0.249,-0.603,5,2.1,0.401,5.737,-0.408,3.706,0.404,5.947
"arrotondato","vista",1.496,4.816,1.496,4.816,"vista",1.058,10.765,1.116,0.424,11,29,2.408,0.249,-0.603,5,2.1,0.401,5.737,-0.408,3.706,0.404,5.947
"arrugginito","gusto",-0.329,1.027,1.447,4.73,"vista",1.187,11.135,1.403,0.362,11,240,3.334,2.158,0.334,4,2.05,0.407,5.722,0,4.25,0.412,5.947
"arrugginito","olfatto",0.037,1.811,1.447,4.73,"vista",1.187,11.135,1.403,0.362,11,240,3.334,2.158,0.334,4,2.05,0.407,5.722,0,4.25,0.412,5.947
"arrugginito","tatto",0.553,2.865,1.447,4.73,"vista",1.187,11.135,1.403,0.362,11,240,3.334,2.158,0.334,4,2.05,0.407,5.722,0,4.25,0.412,5.947
"arrugginito","udito",-0.521,0.703,1.447,4.73,"vista",1.187,11.135,1.403,0.362,11,240,3.334,2.158,0.334,4,2.05,0.407,5.722,0,4.25,0.412,5.947
"arrugginito","vista",1.447,4.73,1.447,4.73,"vista",1.187,11.135,1.403,0.362,11,240,3.334,2.158,0.334,4,2.05,0.407,5.722,0,4.25,0.412,5.947
"asprigno","gusto",1.387,4.848,1.387,4.848,"gusto",-0.254,9.005,1.148,0.512,8,NA,NA,NA,NA,1,2.75,-1.289,3.176,0.499,5,-0.971,3.611
"asprigno","olfatto",0.296,2.559,1.387,4.848,"gusto",-0.254,9.005,1.148,0.512,8,NA,NA,NA,NA,1,2.75,-1.289,3.176,0.499,5,-0.971,3.611
"asprigno","tatto",-0.766,0.265,1.387,4.848,"gusto",-0.254,9.005,1.148,0.512,8,NA,NA,NA,NA,1,2.75,-1.289,3.176,0.499,5,-0.971,3.611
"asprigno","udito",-0.792,0.242,1.387,4.848,"gusto",-0.254,9.005,1.148,0.512,8,NA,NA,NA,NA,1,2.75,-1.289,3.176,0.499,5,-0.971,3.611
"asprigno","vista",-0.38,1.091,1.387,4.848,"gusto",-0.254,9.005,1.148,0.512,8,NA,NA,NA,NA,1,2.75,-1.289,3.176,0.499,5,-0.971,3.611
