"targetWord","sense","score.std","score","maxPercepStrength.std","maxPercepStrength","domSense","sumPercepStrength.std","sumPercepStrength","entropy","modalityExclusivity","length","CDcount","zipf","fpmw","LogFmpw","ortographNeigh","ortographLevenshtein","FAM.std","FAM","AoA.std","AoA","CA.std","CA"
"azzurrognolo","udito",-0.784,0.103,1.585,4.974,"vista",-1.477,5.466,0.425,0.891,12,NA,NA,NA,NA,0,5.35,-0.789,3.389,-0.05,4.5,-0.363,4.222
"azzurrognolo","vista",1.585,4.974,1.585,4.974,"vista",-1.477,5.466,0.425,0.891,12,NA,NA,NA,NA,0,5.35,-0.789,3.389,-0.05,4.5,-0.363,4.222
"bacato","gusto",-0.217,1.256,0.972,3.744,"vista",0.236,9.103,1.465,0.318,6,24,2.321,0.203,-0.693,13,1.2,-0.476,3.944,0.607,5.55,-0.97,3.167
"bacato","olfatto",-0.411,0.846,0.972,3.744,"vista",0.236,9.103,1.465,0.318,6,24,2.321,0.203,-0.693,13,1.2,-0.476,3.944,0.607,5.55,-0.97,3.167
"bacato","tatto",0.167,2.026,0.972,3.744,"vista",0.236,9.103,1.465,0.318,6,24,2.321,0.203,-0.693,13,1.2,-0.476,3.944,0.607,5.55,-0.97,3.167
"bacato","udito",-0.276,1.231,0.972,3.744,"vista",0.236,9.103,1.465,0.318,6,24,2.321,0.203,-0.693,13,1.2,-0.476,3.944,0.607,5.55,-0.97,3.167
"bacato","vista",0.972,3.744,0.972,3.744,"vista",0.236,9.103,1.465,0.318,6,24,2.321,0.203,-0.693,13,1.2,-0.476,3.944,0.607,5.55,-0.97,3.167
"bagnato","gusto",-0.251,1.333,1.471,4.923,"tatto",1.817,13.154,1.407,0.285,7,738,3.883,7.667,0.885,14,1.25,1.042,6.778,-1.653,2.2,0.906,6.632
"bagnato","olfatto",-0.338,1.179,1.471,4.923,"tatto",1.817,13.154,1.407,0.285,7,738,3.883,7.667,0.885,14,1.25,1.042,6.778,-1.653,2.2,0.906,6.632
"bagnato","tatto",1.471,4.923,1.471,4.923,"tatto",1.817,13.154,1.407,0.285,7,738,3.883,7.667,0.885,14,1.25,1.042,6.778,-1.653,2.2,0.906,6.632
"bagnato","udito",-0.302,1.256,1.471,4.923,"tatto",1.817,13.154,1.407,0.285,7,738,3.883,7.667,0.885,14,1.25,1.042,6.778,-1.653,2.2,0.906,6.632
"bagnato","vista",1.236,4.462,1.471,4.923,"tatto",1.817,13.154,1.407,0.285,7,738,3.883,7.667,0.885,14,1.25,1.042,6.778,-1.653,2.2,0.906,6.632
"basso","gusto",-0.805,0,1.514,4.846,"vista",0.218,8.949,0.957,0.542,5,3507,4.57,37.3,1.572,24,1,0.879,6.941,-1.455,2.333,0.617,6.389
"basso","olfatto",-0.805,0,1.514,4.846,"vista",0.218,8.949,0.957,0.542,5,3507,4.57,37.3,1.572,24,1,0.879,6.941,-1.455,2.333,0.617,6.389
"basso","tatto",0.609,3,1.514,4.846,"vista",0.218,8.949,0.957,0.542,5,3507,4.57,37.3,1.572,24,1,0.879,6.941,-1.455,2.333,0.617,6.389
"basso","udito",-0.294,1.103,1.514,4.846,"vista",0.218,8.949,0.957,0.542,5,3507,4.57,37.3,1.572,24,1,0.879,6.941,-1.455,2.333,0.617,6.389
"basso","vista",1.514,4.846,1.514,4.846,"vista",0.218,8.949,0.957,0.542,5,3507,4.57,37.3,1.572,24,1,0.879,6.941,-1.455,2.333,0.617,6.389
"battente","gusto",-0.809,0.175,1.071,4.125,"udito",0.192,9.78,1.187,0.404,8,31,2.47,0.288,-0.54,4,1.65,-0.793,3.474,0.537,5,-0.186,5.053
"battente","olfatto",-0.791,0.205,1.071,4.125,"udito",0.192,9.78,1.187,0.404,8,31,2.47,0.288,-0.54,4,1.65,-0.793,3.474,0.537,5,-0.186,5.053
"battente","tatto",-0.086,1.675,1.071,4.125,"udito",0.192,9.78,1.187,0.404,8,31,2.47,0.288,-0.54,4,1.65,-0.793,3.474,0.537,5,-0.186,5.053
"battente","udito",1.071,4.125,1.071,4.125,"udito",0.192,9.78,1.187,0.404,8,31,2.47,0.288,-0.54,4,1.65,-0.793,3.474,0.537,5,-0.186,5.053
"battente","vista",0.806,3.6,1.071,4.125,"udito",0.192,9.78,1.187,0.404,8,31,2.47,0.288,-0.54,4,1.65,-0.793,3.474,0.537,5,-0.186,5.053
"beige","gusto",-0.778,0.103,1.565,4.974,"vista",-1.517,5.436,0.406,0.901,5,117,3.115,1.301,0.114,4,1.75,0.232,5.882,-0.554,3.556,0.312,5.722
"beige","olfatto",-0.753,0.154,1.565,4.974,"vista",-1.517,5.436,0.406,0.901,5,117,3.115,1.301,0.114,4,1.75,0.232,5.882,-0.554,3.556,0.312,5.722
"beige","tatto",-0.785,0.077,1.565,4.974,"vista",-1.517,5.436,0.406,0.901,5,117,3.115,1.301,0.114,4,1.75,0.232,5.882,-0.554,3.556,0.312,5.722
"beige","udito",-0.766,0.128,1.565,4.974,"vista",-1.517,5.436,0.406,0.901,5,117,3.115,1.301,0.114,4,1.75,0.232,5.882,-0.554,3.556,0.312,5.722
"beige","vista",1.565,4.974,1.565,4.974,"vista",-1.517,5.436,0.406,0.901,5,117,3.115,1.301,0.114,4,1.75,0.232,5.882,-0.554,3.556,0.312,5.722
"bello","gusto",-0.252,1.382,1.432,4.941,"vista",2.068,14.029,1.502,0.254,5,12868,5.433,272.115,2.435,42,1,1.098,7,-1.737,1.941,0.714,6.474
"bello","olfatto",-0.082,1.765,1.432,4.941,"vista",2.068,14.029,1.502,0.254,5,12868,5.433,272.115,2.435,42,1,1.098,7,-1.737,1.941,0.714,6.474
"bello","tatto",0.154,2.265,1.432,4.941,"vista",2.068,14.029,1.502,0.254,5,12868,5.433,272.115,2.435,42,1,1.098,7,-1.737,1.941,0.714,6.474
"bello","udito",0.816,3.676,1.432,4.941,"vista",2.068,14.029,1.502,0.254,5,12868,5.433,272.115,2.435,42,1,1.098,7,-1.737,1.941,0.714,6.474
"bello","vista",1.432,4.941,1.432,4.941,"vista",2.068,14.029,1.502,0.254,5,12868,5.433,272.115,2.435,42,1,1.098,7,-1.737,1.941,0.714,6.474
"bianco","gusto",-0.706,0.4,1.466,4.925,"vista",-1.476,6.26,0.809,0.751,6,4098,4.744,55.727,1.746,15,1,1.107,6.889,-1.752,2.15,1.049,6.895
"bianco","olfatto",-0.782,0.225,1.466,4.925,"vista",-1.476,6.26,0.809,0.751,6,4098,4.744,55.727,1.746,15,1,1.107,6.889,-1.752,2.15,1.049,6.895
"bianco","tatto",-0.709,0.385,1.466,4.925,"vista",-1.476,6.26,0.809,0.751,6,4098,4.744,55.727,1.746,15,1,1.107,6.889,-1.752,2.15,1.049,6.895
"bianco","udito",-0.746,0.325,1.466,4.925,"vista",-1.476,6.26,0.809,0.751,6,4098,4.744,55.727,1.746,15,1,1.107,6.889,-1.752,2.15,1.049,6.895
"bianco","vista",1.466,4.925,1.466,4.925,"vista",-1.476,6.26,0.809,0.751,6,4098,4.744,55.727,1.746,15,1,1.107,6.889,-1.752,2.15,1.049,6.895
"bicolore","gusto",-0.746,0.308,1.498,5,"vista",-1.683,5.809,0.578,0.852,8,12,2.004,0.094,-1.029,1,2.5,-0.123,5.176,-0.161,4.111,0.136,5.5
"bicolore","olfatto",-0.872,0.051,1.498,5,"vista",-1.683,5.809,0.578,0.852,8,12,2.004,0.094,-1.029,1,2.5,-0.123,5.176,-0.161,4.111,0.136,5.5
"bicolore","tatto",-0.794,0.2,1.498,5,"vista",-1.683,5.809,0.578,0.852,8,12,2.004,0.094,-1.029,1,2.5,-0.123,5.176,-0.161,4.111,0.136,5.5
"bicolore","udito",-0.769,0.25,1.498,5,"vista",-1.683,5.809,0.578,0.852,8,12,2.004,0.094,-1.029,1,2.5,-0.123,5.176,-0.161,4.111,0.136,5.5
"bicolore","vista",1.498,5,1.498,5,"vista",-1.683,5.809,0.578,0.852,8,12,2.004,0.094,-1.029,1,2.5,-0.123,5.176,-0.161,4.111,0.136,5.5
"biforcuto","gusto",-0.885,0.026,1.408,4.816,"vista",-0.047,9.291,0.897,0.516,9,10,1.969,0.086,-1.067,3,2.5,-0.984,3.105,0.378,4.765,-0.211,4.789
"biforcuto","olfatto",-0.869,0.054,1.408,4.816,"vista",-0.047,9.291,0.897,0.516,9,10,1.969,0.086,-1.067,3,2.5,-0.984,3.105,0.378,4.765,-0.211,4.789
"biforcuto","tatto",0.974,3.947,1.408,4.816,"vista",-0.047,9.291,0.897,0.516,9,10,1.969,0.086,-1.067,3,2.5,-0.984,3.105,0.378,4.765,-0.211,4.789
"biforcuto","udito",-0.676,0.447,1.408,4.816,"vista",-0.047,9.291,0.897,0.516,9,10,1.969,0.086,-1.067,3,2.5,-0.984,3.105,0.378,4.765,-0.211,4.789
"biforcuto","vista",1.408,4.816,1.408,4.816,"vista",-0.047,9.291,0.897,0.516,9,10,1.969,0.086,-1.067,3,2.5,-0.984,3.105,0.378,4.765,-0.211,4.789
"bilaterale","gusto",-0.772,0.154,1.08,3.974,"vista",-0.443,7.747,1.094,0.496,10,35,2.513,0.319,-0.496,1,2.5,-0.111,4.562,0.864,5.9,-0.882,3.278
"bilaterale","olfatto",-0.743,0.132,1.08,3.974,"vista",-0.443,7.747,1.094,0.496,10,35,2.513,0.319,-0.496,1,2.5,-0.111,4.562,0.864,5.9,-0.882,3.278
"bilaterale","tatto",0.416,2.667,1.08,3.974,"vista",-0.443,7.747,1.094,0.496,10,35,2.513,0.319,-0.496,1,2.5,-0.111,4.562,0.864,5.9,-0.882,3.278
"bilaterale","udito",-0.424,0.821,1.08,3.974,"vista",-0.443,7.747,1.094,0.496,10,35,2.513,0.319,-0.496,1,2.5,-0.111,4.562,0.864,5.9,-0.882,3.278
"bilaterale","vista",1.08,3.974,1.08,3.974,"vista",-0.443,7.747,1.094,0.496,10,35,2.513,0.319,-0.496,1,2.5,-0.111,4.562,0.864,5.9,-0.882,3.278
"biondo","gusto",-0.757,0.167,1.505,4.946,"vista",-1.63,5.44,0.423,0.899,6,348,3.595,3.943,0.596,9,1.45,0.836,6.526,-1.122,2.765,0.811,6.632
"biondo","olfatto",-0.792,0.111,1.505,4.946,"vista",-1.63,5.44,0.423,0.899,6,348,3.595,3.943,0.596,9,1.45,0.836,6.526,-1.122,2.765,0.811,6.632
"biondo","tatto",-0.765,0.162,1.505,4.946,"vista",-1.63,5.44,0.423,0.899,6,348,3.595,3.943,0.596,9,1.45,0.836,6.526,-1.122,2.765,0.811,6.632
"biondo","udito",-0.821,0.054,1.505,4.946,"vista",-1.63,5.44,0.423,0.899,6,348,3.595,3.943,0.596,9,1.45,0.836,6.526,-1.122,2.765,0.811,6.632
"biondo","vista",1.505,4.946,1.505,4.946,"vista",-1.63,5.44,0.423,0.899,6,348,3.595,3.943,0.596,9,1.45,0.836,6.526,-1.122,2.765,0.811,6.632
"bisbigliante","gusto",-0.823,0.026,1.515,4.868,"udito",-0.798,6.972,0.714,0.695,12,NA,NA,NA,NA,2,2.25,-0.77,3.941,0.267,4.722,-0.57,4.167
"bisbigliante","olfatto",-0.791,0.077,1.515,4.868,"udito",-0.798,6.972,0.714,0.695,12,NA,NA,NA,NA,2,2.25,-0.77,3.941,0.267,4.722,-0.57,4.167
"bisbigliante","tatto",-0.803,0.051,1.515,4.868,"udito",-0.798,6.972,0.714,0.695,12,NA,NA,NA,NA,2,2.25,-0.77,3.941,0.267,4.722,-0.57,4.167
"bisbigliante","udito",1.515,4.868,1.515,4.868,"udito",-0.798,6.972,0.714,0.695,12,NA,NA,NA,NA,2,2.25,-0.77,3.941,0.267,4.722,-0.57,4.167
"bisbigliante","vista",0.105,1.949,1.515,4.868,"udito",-0.798,6.972,0.714,0.695,12,NA,NA,NA,NA,2,2.25,-0.77,3.941,0.267,4.722,-0.57,4.167
"biscottato","gusto",1.208,4.282,1.208,4.282,"gusto",2.756,14.513,1.523,0.221,10,2,1.367,0.016,-1.807,2,2.55,-0.513,4,-0.087,4.5,-0.202,4.579
"biscottato","olfatto",0.433,2.667,1.208,4.282,"gusto",2.756,14.513,1.523,0.221,10,2,1.367,0.016,-1.807,2,2.55,-0.513,4,-0.087,4.5,-0.202,4.579
"biscottato","tatto",0.369,2.513,1.208,4.282,"gusto",2.756,14.513,1.523,0.221,10,2,1.367,0.016,-1.807,2,2.55,-0.513,4,-0.087,4.5,-0.202,4.579
"biscottato","udito",-0.321,1.077,1.208,4.282,"gusto",2.756,14.513,1.523,0.221,10,2,1.367,0.016,-1.807,2,2.55,-0.513,4,-0.087,4.5,-0.202,4.579
"biscottato","vista",1.068,3.974,1.208,4.282,"gusto",2.756,14.513,1.523,0.221,10,2,1.367,0.016,-1.807,2,2.55,-0.513,4,-0.087,4.5,-0.202,4.579
"blu","gusto",-0.784,0.077,1.585,4.974,"vista",-1.516,5.36,0.354,0.918,3,3083,4.647,44.515,1.649,35,1,1.015,6.842,-1.6,2.118,0.829,6.632
"blu","olfatto",-0.759,0.128,1.585,4.974,"vista",-1.516,5.36,0.354,0.918,3,3083,4.647,44.515,1.649,35,1,1.015,6.842,-1.6,2.118,0.829,6.632
"blu","tatto",-0.747,0.128,1.585,4.974,"vista",-1.516,5.36,0.354,0.918,3,3083,4.647,44.515,1.649,35,1,1.015,6.842,-1.6,2.118,0.829,6.632
"blu","udito",-0.811,0.053,1.585,4.974,"vista",-1.516,5.36,0.354,0.918,3,3083,4.647,44.515,1.649,35,1,1.015,6.842,-1.6,2.118,0.829,6.632
"blu","vista",1.585,4.974,1.585,4.974,"vista",-1.516,5.36,0.354,0.918,3,3083,4.647,44.515,1.649,35,1,1.015,6.842,-1.6,2.118,0.829,6.632
"bluastro","gusto",-0.695,0.243,1.591,4.973,"vista",-1.386,5.595,0.467,0.889,8,11,2.004,0.094,-1.029,3,2.55,-0.695,3.684,-0.039,4.176,-0.257,4.895
"bluastro","olfatto",-0.695,0.243,1.591,4.973,"vista",-1.386,5.595,0.467,0.889,8,11,2.004,0.094,-1.029,3,2.55,-0.695,3.684,-0.039,4.176,-0.257,4.895
"bluastro","tatto",-0.785,0.135,1.591,4.973,"vista",-1.386,5.595,0.467,0.889,8,11,2.004,0.094,-1.029,3,2.55,-0.695,3.684,-0.039,4.176,-0.257,4.895
"bluastro","udito",-0.802,0,1.591,4.973,"vista",-1.386,5.595,0.467,0.889,8,11,2.004,0.094,-1.029,3,2.55,-0.695,3.684,-0.039,4.176,-0.257,4.895
"bluastro","vista",1.591,4.973,1.591,4.973,"vista",-1.386,5.595,0.467,0.889,8,11,2.004,0.094,-1.029,3,2.55,-0.695,3.684,-0.039,4.176,-0.257,4.895
"bollente","gusto",0.015,1.769,1.558,4.923,"tatto",1.357,11.41,1.392,0.36,8,714,3.84,6.943,0.842,5,1.65,0.817,6.333,-0.863,3.3,0.926,6.684
"bollente","olfatto",-0.384,0.897,1.558,4.923,"tatto",1.357,11.41,1.392,0.36,8,714,3.84,6.943,0.842,5,1.65,0.817,6.333,-0.863,3.3,0.926,6.684
"bollente","tatto",1.558,4.923,1.558,4.923,"tatto",1.357,11.41,1.392,0.36,8,714,3.84,6.943,0.842,5,1.65,0.817,6.333,-0.863,3.3,0.926,6.684
"bollente","udito",-0.437,0.821,1.558,4.923,"tatto",1.357,11.41,1.392,0.36,8,714,3.84,6.943,0.842,5,1.65,0.817,6.333,-0.863,3.3,0.926,6.684
"bollente","vista",0.605,3,1.558,4.923,"tatto",1.357,11.41,1.392,0.36,8,714,3.84,6.943,0.842,5,1.65,0.817,6.333,-0.863,3.3,0.926,6.684
"borbottante","gusto",-0.844,0,1.507,4.946,"udito",-0.413,8.042,0.867,0.615,11,2,1.367,0.016,-1.807,0,2.6,-1.106,3,-0.061,4.55,-0.49,3.947
"borbottante","olfatto",-0.815,0.054,1.507,4.946,"udito",-0.413,8.042,0.867,0.615,11,2,1.367,0.016,-1.807,0,2.6,-1.106,3,-0.061,4.55,-0.49,3.947
"borbottante","tatto",-0.619,0.486,1.507,4.946,"udito",-0.413,8.042,0.867,0.615,11,2,1.367,0.016,-1.807,0,2.6,-1.106,3,-0.061,4.55,-0.49,3.947
"borbottante","udito",1.507,4.946,1.507,4.946,"udito",-0.413,8.042,0.867,0.615,11,2,1.367,0.016,-1.807,0,2.6,-1.106,3,-0.061,4.55,-0.49,3.947
"borbottante","vista",0.358,2.556,1.507,4.946,"udito",-0.413,8.042,0.867,0.615,11,2,1.367,0.016,-1.807,0,2.6,-1.106,3,-0.061,4.55,-0.49,3.947
"brillante","gusto",-0.762,0.128,1.585,4.974,"vista",-1.126,6.188,0.733,0.783,9,1770,4.241,17.462,1.242,6,1.5,0.605,6.105,-0.539,3.529,0.644,6.368
"brillante","olfatto",-0.738,0.162,1.585,4.974,"vista",-1.126,6.188,0.733,0.783,9,1770,4.241,17.462,1.242,6,1.5,0.605,6.105,-0.539,3.529,0.644,6.368
"brillante","tatto",-0.665,0.333,1.585,4.974,"vista",-1.126,6.188,0.733,0.783,9,1770,4.241,17.462,1.242,6,1.5,0.605,6.105,-0.539,3.529,0.644,6.368
"brillante","udito",-0.546,0.59,1.585,4.974,"vista",-1.126,6.188,0.733,0.783,9,1770,4.241,17.462,1.242,6,1.5,0.605,6.105,-0.539,3.529,0.644,6.368
"brillante","vista",1.585,4.974,1.585,4.974,"vista",-1.126,6.188,0.733,0.783,9,1770,4.241,17.462,1.242,6,1.5,0.605,6.105,-0.539,3.529,0.644,6.368
"brontolante","gusto",-0.829,0,1.397,4.667,"udito",-0.426,7.795,0.848,0.599,11,NA,NA,NA,NA,0,2.45,-0.904,3.278,-0.246,4.3,-0.381,4.263
"brontolante","olfatto",-0.792,0.077,1.397,4.667,"udito",-0.426,7.795,0.848,0.599,11,NA,NA,NA,NA,0,2.45,-0.904,3.278,-0.246,4.3,-0.381,4.263
"brontolante","tatto",-0.682,0.308,1.397,4.667,"udito",-0.426,7.795,0.848,0.599,11,NA,NA,NA,NA,0,2.45,-0.904,3.278,-0.246,4.3,-0.381,4.263
"brontolante","udito",1.397,4.667,1.397,4.667,"udito",-0.426,7.795,0.848,0.599,11,NA,NA,NA,NA,0,2.45,-0.904,3.278,-0.246,4.3,-0.381,4.263
"brontolante","vista",0.479,2.744,1.397,4.667,"udito",-0.426,7.795,0.848,0.599,11,NA,NA,NA,NA,0,2.45,-0.904,3.278,-0.246,4.3,-0.381,4.263
"bronzeo","gusto",-0.753,0.154,1.474,4.795,"vista",-0.816,6.912,0.99,0.671,7,1,1.191,0.008,-2.108,2,1.8,-0.704,3.684,0.77,5.353,-0.193,4.842
"bronzeo","olfatto",-0.633,0.41,1.474,4.795,"vista",-0.816,6.912,0.99,0.671,7,1,1.191,0.008,-2.108,2,1.8,-0.704,3.684,0.77,5.353,-0.193,4.842
"bronzeo","tatto",-0.361,0.974,1.474,4.795,"vista",-0.816,6.912,0.99,0.671,7,1,1.191,0.008,-2.108,2,1.8,-0.704,3.684,0.77,5.353,-0.193,4.842
"bronzeo","udito",-0.543,0.579,1.474,4.795,"vista",-0.816,6.912,0.99,0.671,7,1,1.191,0.008,-2.108,2,1.8,-0.704,3.684,0.77,5.353,-0.193,4.842
"bronzeo","vista",1.474,4.795,1.474,4.795,"vista",-0.816,6.912,0.99,0.671,7,1,1.191,0.008,-2.108,2,1.8,-0.704,3.684,0.77,5.353,-0.193,4.842
"bruciato","gusto",1.003,4.059,1.242,4.545,"olfatto",2.723,15.364,1.426,0.267,8,1413,4.198,15.841,1.2,12,1.2,0.767,6.765,-1.046,2.889,0.551,6.167
"bruciato","olfatto",1.242,4.545,1.242,4.545,"olfatto",2.723,15.364,1.426,0.267,8,1413,4.198,15.841,1.2,12,1.2,0.767,6.765,-1.046,2.889,0.551,6.167
"bruciato","tatto",-0.043,1.818,1.242,4.545,"olfatto",2.723,15.364,1.426,0.267,8,1413,4.198,15.841,1.2,12,1.2,0.767,6.765,-1.046,2.889,0.551,6.167
"bruciato","udito",-0.691,0.441,1.242,4.545,"olfatto",2.723,15.364,1.426,0.267,8,1413,4.198,15.841,1.2,12,1.2,0.767,6.765,-1.046,2.889,0.551,6.167
"bruciato","vista",1.212,4.5,1.242,4.545,"olfatto",2.723,15.364,1.426,0.267,8,1413,4.198,15.841,1.2,12,1.2,0.767,6.765,-1.046,2.889,0.551,6.167
"brunito","gusto",-0.81,0.219,1.196,4.484,"vista",-2.074,5.265,0.618,0.834,7,1,1.191,0.008,-2.108,1,1.95,-1.517,2.211,0.899,5.467,-0.874,3.833
"brunito","olfatto",-0.81,0.219,1.196,4.484,"vista",-2.074,5.265,0.618,0.834,7,1,1.191,0.008,-2.108,1,1.95,-1.517,2.211,0.899,5.467,-0.874,3.833
"brunito","tatto",-0.784,0.25,1.196,4.484,"vista",-2.074,5.265,0.618,0.834,7,1,1.191,0.008,-2.108,1,1.95,-1.517,2.211,0.899,5.467,-0.874,3.833
"brunito","udito",-0.867,0.094,1.196,4.484,"vista",-2.074,5.265,0.618,0.834,7,1,1.191,0.008,-2.108,1,1.95,-1.517,2.211,0.899,5.467,-0.874,3.833
"brunito","vista",1.196,4.484,1.196,4.484,"vista",-2.074,5.265,0.618,0.834,7,1,1.191,0.008,-2.108,1,1.95,-1.517,2.211,0.899,5.467,-0.874,3.833
"bruno","gusto",-0.86,0.088,1.463,5,"vista",-1.906,5.446,0.391,0.907,5,2,2.066,0.109,-0.962,18,1.05,0.364,6.059,-0.927,3.056,0.247,5.667
"bruno","olfatto",-0.813,0.152,1.463,5,"vista",-1.906,5.446,0.391,0.907,5,2,2.066,0.109,-0.962,18,1.05,0.364,6.059,-0.927,3.056,0.247,5.667
"bruno","tatto",-0.823,0.147,1.463,5,"vista",-1.906,5.446,0.391,0.907,5,2,2.066,0.109,-0.962,18,1.05,0.364,6.059,-0.927,3.056,0.247,5.667
"bruno","udito",-0.873,0.059,1.463,5,"vista",-1.906,5.446,0.391,0.907,5,2,2.066,0.109,-0.962,18,1.05,0.364,6.059,-0.927,3.056,0.247,5.667
"bruno","vista",1.463,5,1.463,5,"vista",-1.906,5.446,0.391,0.907,5,2,2.066,0.109,-0.962,18,1.05,0.364,6.059,-0.927,3.056,0.247,5.667
"brutto","gusto",-0.174,1.359,1.544,4.897,"vista",1.461,11.596,1.468,0.305,6,6654,4.903,80.303,1.905,16,1,1.173,7,-1.779,2.1,0.936,6.684
"brutto","olfatto",-0.007,1.718,1.544,4.897,"vista",1.461,11.596,1.468,0.305,6,6654,4.903,80.303,1.905,16,1,1.173,7,-1.779,2.1,0.936,6.684
"brutto","tatto",-0.156,1.359,1.544,4.897,"vista",1.461,11.596,1.468,0.305,6,6654,4.903,80.303,1.905,16,1,1.173,7,-1.779,2.1,0.936,6.684
"brutto","udito",0.254,2.263,1.544,4.897,"vista",1.461,11.596,1.468,0.305,6,6654,4.903,80.303,1.905,16,1,1.173,7,-1.779,2.1,0.936,6.684
"brutto","vista",1.544,4.897,1.544,4.897,"vista",1.461,11.596,1.468,0.305,6,6654,4.903,80.303,1.905,16,1,1.173,7,-1.779,2.1,0.936,6.684
"buio","gusto",-0.883,0.025,1.49,4.975,"vista",-1.679,5.775,0.542,0.857,4,3175,4.556,36.123,1.558,27,1,0.943,6.737,-1.51,2.235,0.821,6.632
"buio","olfatto",-0.832,0.125,1.49,4.975,"vista",-1.679,5.775,0.542,0.857,4,3175,4.556,36.123,1.558,27,1,0.943,6.737,-1.51,2.235,0.821,6.632
"buio","tatto",-0.82,0.15,1.49,4.975,"vista",-1.679,5.775,0.542,0.857,4,3175,4.556,36.123,1.558,27,1,0.943,6.737,-1.51,2.235,0.821,6.632
"buio","udito",-0.636,0.5,1.49,4.975,"vista",-1.679,5.775,0.542,0.857,4,3175,4.556,36.123,1.558,27,1,0.943,6.737,-1.51,2.235,0.821,6.632
"buio","vista",1.49,4.975,1.49,4.975,"vista",-1.679,5.775,0.542,0.857,4,3175,4.556,36.123,1.558,27,1,0.943,6.737,-1.51,2.235,0.821,6.632
"burroso","gusto",1.362,4.794,1.362,4.794,"gusto",2.152,14.136,1.433,0.318,7,12,2.036,0.101,-0.994,3,1.8,-0.692,3.722,0.346,5.15,-0.25,4.474
"burroso","olfatto",0.352,2.636,1.362,4.794,"gusto",2.152,14.136,1.433,0.318,7,12,2.036,0.101,-0.994,3,1.8,-0.692,3.722,0.346,5.15,-0.25,4.474
"burroso","tatto",0.637,3.294,1.362,4.794,"gusto",2.152,14.136,1.433,0.318,7,12,2.036,0.101,-0.994,3,1.8,-0.692,3.722,0.346,5.15,-0.25,4.474
"burroso","udito",-0.763,0.294,1.362,4.794,"gusto",2.152,14.136,1.433,0.318,7,12,2.036,0.101,-0.994,3,1.8,-0.692,3.722,0.346,5.15,-0.25,4.474
"burroso","vista",0.564,3.118,1.362,4.794,"gusto",2.152,14.136,1.433,0.318,7,12,2.036,0.101,-0.994,3,1.8,-0.692,3.722,0.346,5.15,-0.25,4.474
"cachi","gusto",-0.307,1.189,1.334,4.622,"vista",-0.929,7.297,1.08,0.622,5,55,2.741,0.545,-0.263,17,1,-0.384,4.765,0.172,4.556,-0.523,4.167
"cachi","olfatto",-0.467,0.865,1.334,4.622,"vista",-0.929,7.297,1.08,0.622,5,55,2.741,0.545,-0.263,17,1,-0.384,4.765,0.172,4.556,-0.523,4.167
"cachi","tatto",-0.634,0.541,1.334,4.622,"vista",-0.929,7.297,1.08,0.622,5,55,2.741,0.545,-0.263,17,1,-0.384,4.765,0.172,4.556,-0.523,4.167
"cachi","udito",-0.854,0.081,1.334,4.622,"vista",-0.929,7.297,1.08,0.622,5,55,2.741,0.545,-0.263,17,1,-0.384,4.765,0.172,4.556,-0.523,4.167
"cachi","vista",1.334,4.622,1.334,4.622,"vista",-0.929,7.297,1.08,0.622,5,55,2.741,0.545,-0.263,17,1,-0.384,4.765,0.172,4.556,-0.523,4.167
"cadente","gusto",-0.844,0,1.286,4.472,"vista",-0.574,7.662,0.982,0.584,7,118,3.083,1.208,0.082,8,1.45,-0.114,5.118,-0.31,3.882,-0.12,5
"cadente","olfatto",-0.823,0.028,1.286,4.472,"vista",-0.574,7.662,0.982,0.584,7,118,3.083,1.208,0.082,8,1.45,-0.114,5.118,-0.31,3.882,-0.12,5
"cadente","tatto",0.01,1.811,1.286,4.472,"vista",-0.574,7.662,0.982,0.584,7,118,3.083,1.208,0.082,8,1.45,-0.114,5.118,-0.31,3.882,-0.12,5
"cadente","udito",-0.204,1.351,1.286,4.472,"vista",-0.574,7.662,0.982,0.584,7,118,3.083,1.208,0.082,8,1.45,-0.114,5.118,-0.31,3.882,-0.12,5
"cadente","vista",1.286,4.472,1.286,4.472,"vista",-0.574,7.662,0.982,0.584,7,118,3.083,1.208,0.082,8,1.45,-0.114,5.118,-0.31,3.882,-0.12,5
"cadenzato","gusto",-0.865,0.029,1.039,4.028,"udito",-0.89,7.39,1.014,0.541,9,1,1.191,0.008,-2.108,4,2.35,-0.849,3.333,1.176,6.278,-1.381,2.556
"cadenzato","olfatto",-0.836,0.083,1.039,4.028,"udito",-0.89,7.39,1.014,0.541,9,1,1.191,0.008,-2.108,4,2.35,-0.849,3.333,1.176,6.278,-1.381,2.556
"cadenzato","tatto",-0.485,0.833,1.039,4.028,"udito",-0.89,7.39,1.014,0.541,9,1,1.191,0.008,-2.108,4,2.35,-0.849,3.333,1.176,6.278,-1.381,2.556
"cadenzato","udito",1.039,4.028,1.039,4.028,"udito",-0.89,7.39,1.014,0.541,9,1,1.191,0.008,-2.108,4,2.35,-0.849,3.333,1.176,6.278,-1.381,2.556
"cadenzato","vista",0.257,2.417,1.039,4.028,"udito",-0.89,7.39,1.014,0.541,9,1,1.191,0.008,-2.108,4,2.35,-0.849,3.333,1.176,6.278,-1.381,2.556
