WORD,Transliteration,English_Translation,Category,Abstractness,Length,Gender,Fr_obj_Lg,Vis_Mean,Vis_SD,Aud_Mean,Aud_SD,Olf_Mean,Olf_SD,Gus_Mean,Gus_SD,Hap_Mean,Hap_SD,Img_Mean,Img_SD,Man_Mean,Man_SD,Space17_Mean,Space17_SD,AoA_Mean,AoA_SD,Fr_Mean,Fr_SD
_______,abrikos,apricot,Food,concrete,7,m,0.6,4.03,2.3,1.63,1.61,5,2.14,5.82,1.61,4.97,1.76,5.93,1.49,6,1.5,3.92,1.59,4.13,1.66,3.96,1.69
_______,avtobus,bus,Transport,concrete,7,m,1.8,4.53,2.18,4.77,1.72,2.97,1.95,1.61,1.31,5.14,1.87,6.67,0.62,5.66,1.68,3.22,1.64,4.03,1.75,6.75,0.52
__________,avtomobil,car,Transport,concrete,10,m,2.2,6.45,0.99,5,1.59,4.1,1.88,1.74,1.38,4.46,2.16,6.86,0.52,6.7,0.53,2.88,1.14,3.63,1.81,6.08,1.44
____,aist,stork,Animal,concrete,4,m,0.6,3.9,2.18,1.79,0.94,2.21,1.63,2.21,1.9,2.66,1.88,6.55,0.99,1.9,1.54,5.24,1.75,4.33,1.71,2.14,1.27
_____,akula,shark,Animal,concrete,5,f,1,4.91,2.25,2.29,1.78,2.24,2.13,2.27,1.7,3.11,2.5,6.86,0.36,2.16,2,1.71,1.27,4.8,2.23,3.2,1.79
______,aktsent,accent,Sound,concrete,6,m,1.4,1.91,1.55,4.64,1.99,1.38,0.94,1,0,1.68,1.42,3.82,2.2,1.8,1.63,3.64,1.62,9.4,2.81,4.2,1.58
______,ananas,pineapple,Food,concrete,6,m,0.7,4.48,2.21,1.55,1.18,5.41,1.57,6.15,1.56,4.07,2.23,6.83,0.54,4.27,2.18,2.91,1.49,5.2,1.99,2.9,1.57
_______,antenna,antenna,Object,concrete,7,f,1,4.57,2.33,1.96,1.82,1.58,1.5,1,0,3.19,2.25,6.66,0.9,5.43,2.02,5.16,1.78,5.69,2.68,3.27,1.95
________,apelsin,orange,Food,concrete,8,m,0.9,4.8,2.06,1.86,1.94,6.15,1.19,6.54,0.84,4.7,1.9,6.9,0.41,5.68,1.9,3.72,1.37,3.38,1.58,5.69,1.61
_____,arbuz,water-melon,Food,concrete,5,m,1,4.41,2.04,2.07,1.71,5.14,1.79,6.03,1.7,5.1,1.97,6.93,0.38,5.21,1.88,1.78,0.91,3.11,1.55,3.89,1.37
_______,asfalt,asphalt ,Ground,concrete,7,m,1.5,4.14,2.12,1.79,1.26,4,1.98,1.91,1.55,3.97,1.92,6.66,0.9,3.86,2.36,2.15,1.56,4.57,1.68,4.41,1.92
_____,ataka,attack,Action,abstract,5,f,1.6,3.6,2.14,3.71,2.23,1.81,1.5,1.54,1.26,3.11,2.41,5,1.6,5.14,2.08,4.22,1.86,5.62,2.33,3.73,1.84
________,aerostat,balloon,Transport,concrete,8,m,0.5,3.53,2.2,3.43,2.33,1.52,1.27,1.23,0.75,2.32,2.09,4.04,2.2,3.8,2.38,4.32,2.16,11.25,3.13,1.6,1.22
_______,babochka,butterfly,Animal,concrete,7,f,1.3,5.87,1.5,1.7,1.23,1.27,0.78,1.44,1.05,4.08,1.94,6.83,0.76,2.73,2.07,4.79,1.49,3.23,1.43,3.65,1.98
________,baklazhan,aubergine,Food,concrete,8,m,0.7,4.66,2.39,1.64,1.39,3.55,2.01,5.27,1.86,4.14,2.41,6.86,0.36,4.84,2.15,1.97,1.17,5.83,2.77,3.27,1.91
_____,baran,ram,Animal,concrete,5,m,1,5.44,2.12,4.5,1.9,4.07,1.93,4.14,2.25,3.79,2.23,6.75,0.65,3.48,2.23,2.62,1.41,4.13,2.34,3.73,2.05
_____,barzha,barge,Transport,concrete,5,f,1,3.76,2.06,2.76,1.79,2,1.49,1.45,1.28,2.62,1.82,5.82,1.74,4.2,2.2,2.67,1.69,8.83,2.65,1.97,1.32
______,barsuk,badger,Animal,concrete,6,m,0.4,4,2.1,2.03,1.55,3.59,2.11,2.18,1.83,2.79,2.21,6.17,1.14,2.3,1.91,2.58,1.58,6.67,2.66,2.38,1.52
_________,batareyka,battery,Tool_precise_grip,concrete,9,f,0.7,4.63,2.42,1.57,1.26,2,1.67,2.05,1.43,4.36,2.41,6.82,0.39,4.74,1.91,2.26,1.33,5.13,2.49,4.5,2.05
_____,bashnya,tower,Building,concrete,5,f,1.6,5.4,2.03,1.8,1.75,2.21,2.11,1.54,1.6,2.76,1.96,6.33,1.21,4.5,2.3,5.49,1.61,5.2,1.71,3.79,1.75
___,beg,running,Action,abstract,3,m,1.3,3.41,1.99,3.37,1.67,2.07,1.73,1.72,1.51,2.92,2.47,5.1,1.57,3,1.98,2.61,1.54,3.7,1.64,5.38,1.47
______,bezdna,abyss,Ground,concrete,6,f,1.2,3.57,2.14,2.63,1.94,1.47,1.22,1.5,1.36,1.83,1.56,5.21,1.87,1.23,0.8,1.78,1.91,9.63,3.12,3.03,1.45
_____,belka,squirrel,Animal,concrete,5,f,1.1,4.97,2.36,3.17,1.95,2.52,1.43,3.11,2.39,4.28,1.94,6.33,1.18,3.16,2.29,3.62,1.83,4.27,1.93,4.52,1.89
_____,biser,glass beads,Tool_precise_grip,concrete,5,m,0.6,5.13,2.31,2.18,1.56,1.17,0.6,1.64,1.36,4.11,2.5,6.71,0.71,6.32,1.28,2.5,1.46,6.27,2.13,2.53,1.7
____,bobr,beaver,Animal,concrete,4,m,0,4.84,2.11,1.5,0.88,1.9,1.32,1.44,1.01,3.23,2.14,6.55,0.95,2.3,2.02,2.66,1.1,4.87,1.93,2.96,1.66
_____,bokal,wineglass,Tool_precise_grip,concrete,5,m,1.4,4.38,2.26,2.97,2.06,2.55,1.9,2.76,1.99,5.69,1.63,6.59,1.08,5.83,1.87,3.03,1.23,6.07,2.99,5,1.59
____,bolt,bolt,Tool_precise_grip,concrete,4,m,0.8,3.93,2.23,2,1.3,1.77,1.22,1.4,0.81,3.34,2.29,6.41,1.48,5.65,1.85,2.47,1.19,6.19,1.49,3,1.54
____,bol,pain,Sense_Phys,abstract,4,f,2.1,3,2.1,3.34,1.91,2.17,1.91,2.12,2.04,4.14,2.59,3.86,2.03,3.17,2.05,4.42,1.94,3.67,1.97,5.14,1.62
_______,botinok,lace boot,Clothes,concrete,7,m,1.6,3.86,2.26,2.17,1.51,3.52,2.26,1.39,0.83,4.83,1.83,6.86,0.44,4.63,2.13,1.94,1.2,3.8,1.42,4.93,1.85
_________,boyaryishnik,hawthorn,Food,concrete,9,m,0.4,3.24,1.98,1.43,1.17,5.1,2.01,5.07,1.93,3.79,2.32,4.87,1.91,3.07,2.32,2.64,1.56,7.52,4.11,2.4,1.35
_____,brov,eyebrow,Body_Part,concrete,5,f,1.6,4.67,2.34,1.37,1.4,1.55,1.24,1.57,1.17,4.86,2,6.56,0.93,4,2.29,3.68,1.67,3.83,1.84,4.93,2
______,brosok,throw,Action,abstract,6,m,1,3.1,2.5,2.5,1.97,1.15,0.78,1.21,0.96,3.22,2.24,5.41,1.64,5.33,2.12,3.75,1.46,4.92,1.96,3.7,1.86
________,brusnika,cowberry,Food,concrete,8,f,0.6,4.74,2.13,1.43,1.35,3.87,2.06,5.67,1.59,4.15,1.95,6.41,1.38,4.55,2.06,2.94,1.25,6.2,2.72,2.88,1.77
________,bumerang,boomerang,Tool_power_grip,concrete,8,m,0.4,4.2,2.06,2.96,1.76,1.33,1.15,1.47,1.01,3.62,2.18,6.34,1.08,6.32,1.28,4.78,1.77,6.59,2.71,2.28,1.51
______,bunker,bunker,Building,concrete,6,m,0.8,3.73,2.27,2.19,1.44,1.83,1.53,1.17,0.53,2.17,1.56,5.97,1.32,4,2.29,1.25,0.62,9.56,2.86,2.52,1.5
________,burunduk,chipmunk,Animal,concrete,8,m,0.2,4.87,2.24,2.97,1.99,2.72,1.81,2.29,1.94,3.83,2.19,5.67,1.84,2.94,2.27,2.46,1.61,5.97,2.75,2.29,1.46
______,busina,bead,Tool_precise_grip,concrete,6,f,0.3,4.84,2.37,2,1.25,1.43,1.3,2.19,1.84,5.65,1.6,6.48,0.95,5.53,1.68,2.59,1.13,4.87,2.46,2.38,1.5
___,byik,bull,Animal,concrete,3,m,1.4,5.03,2.39,3.39,1.83,2.63,1.81,2,1.36,3.35,1.74,6.59,1.15,2.67,1.95,3.21,1.22,3.97,2.34,3.04,1.82
_____,vagon,carriage,Transport,concrete,5,m,1.9,4.07,2.14,4.28,2.15,2.52,1.96,1.14,0.44,3.52,2.54,6.56,1.15,3.93,2.22,3.09,1.28,4.96,2.67,3.32,2
_______,valenok,valenki (sing.),Clothes,concrete,7,m,1.2,3.73,2.33,1.85,1.51,2.1,1.27,1.63,1.56,3.79,2.37,6.76,0.79,5.81,1.66,1.94,1.08,3.81,1.92,2.48,1.68
____,vdoh,inhalation,Action,abstract,4,m,0.8,2.27,1.78,4.56,1.91,4.93,2.5,2.7,2.2,1.9,1.45,4.89,1.79,1.48,1.46,4.25,1.5,4.19,2.6,4.83,2.11
____,veko,eyelid,Body_Part,concrete,4,n,1.3,5.1,2.23,1.5,1.25,1.24,0.69,1.82,1.72,4.38,2.24,6.04,1.45,3.13,2.04,3.86,1.65,6.07,2.65,3.43,1.6
_________,velosiped,bicycle,Transport,concrete,9,m,1.4,4.83,2.32,3.29,1.96,1.73,1.43,1.39,1.23,5.26,1.77,6.86,0.52,6.61,0.64,2.5,1.24,3.65,1.92,4.5,1.89
_____,venets,crown,Clothes,concrete,5,m,1,3.34,1.67,1.77,1.77,1.62,1.47,1.34,0.77,2.88,2.27,4.9,2.16,3.83,2.41,3.76,2.28,8.7,2.69,2.43,1.5
_____,venik,besom,Tool_power_grip,concrete,5,m,0.9,4,2.31,3.28,2.09,2.62,1.74,1.38,0.94,5.28,2.03,6.63,1.01,6.45,1.02,2.31,1.42,3.85,2.13,4.07,1.68
_______,verblyud,camel,Animal,concrete,7,m,1.1,4.77,2.37,2.89,1.87,2.81,2.02,1.46,1.2,3.07,2.13,6.72,0.84,3.19,2.66,3.81,1.45,4.54,2.47,2.17,1.21
________,vertolet,helicopter,Transport,concrete,8,m,1.6,3.86,1.98,4.93,2.05,1.68,1.22,1.61,1.43,3,2.1,6.59,0.98,4.97,2.31,5.58,1.48,5.17,1.68,3.03,1.95
_______,vesele,fun,Sense_Emotion,abstract,7,n,1.2,3.6,2.22,5.2,2.04,2.34,2.07,2.39,1.97,1.97,1.61,3.84,1.55,3.09,1.96,5.05,1.82,4.5,2.15,5.96,1.23
_____,vilka,fork,Tool_precise_grip,concrete,5,f,1.2,4.53,2.27,1.86,1.33,2.73,1.76,4.14,1.96,5.48,1.45,6.93,0.26,6.68,1.11,2.75,1.5,2.54,1.1,6.4,1.25
____,vina,guilt,Sense_Emotion,abstract,4,f,1.7,2.07,1.65,1.6,1.57,2.28,2.1,2.41,2.08,1.58,1.32,2.97,2.06,2.1,1.88,4.15,1.73,6.03,3.54,4.93,1.78
________,vinograd,grapes (sing.),Food,concrete,8,m,1.1,4.97,2.4,1.82,1.74,4.21,2.02,6.32,1.17,4.86,2.41,6.61,0.96,5.13,2,3.79,1.68,4,2.02,3.97,1.61
_____,vishnya,cherry,Food,concrete,5,f,0.9,4.48,2.23,1.31,1.14,5.69,1.75,6.52,0.83,4.9,2.21,6.74,0.59,4.69,2,4.03,1.71,4,2.32,4.64,1.52
____,vkus,taste,Sense_Phys,abstract,4,m,1.9,1.77,1.65,1.86,1.67,4.81,2.26,5.89,1.95,2.3,1.38,3.79,1.97,2.24,1.89,3.81,1.65,3.27,2.01,6,1.58
_____,volan,shuttlecock,Tool_power_grip,concrete,5,m,0.2,3.83,2.3,2.93,2.07,1.31,0.85,1.1,0.31,4.03,2.57,4.59,2.53,4.21,2.17,3.48,1.46,8.21,3.99,1.61,0.99
____,volk,wolf,Animal,concrete,4,m,1.6,5.2,2.02,4.37,2.13,2.62,1.74,2.79,2.56,3.72,2.22,6.52,0.94,2.56,1.79,2.68,1.47,3.63,1.71,3.04,2.01
________,volnenie,excitement ,Sense_Emotion,abstract,8,n,1.6,2.34,1.67,2.77,1.77,1.76,1.6,1.9,1.26,1.54,0.78,2.87,1.96,2.07,1.89,3.91,2.08,7.6,3.17,4.9,1.73
______,volchok,whipping top,Tool_precise_grip,concrete,6,m,0.5,4.14,2.12,3.07,1.96,2.14,1.85,1.62,1.15,4.83,2.24,5.8,1.79,5.4,2.08,2.15,1.25,5.07,2.85,2.17,1.32
___________,voobrazhenie,imagination,Intelligence,abstract,11,n,1.5,4.93,2.14,2.55,1.88,1.69,1.44,1.24,0.66,1.79,1.54,2.83,1.61,1.63,1.16,5.82,1.78,7.13,2.61,5.21,1.54
_______,vorobey,sparrow,Animal,concrete,7,m,1.2,4.67,2.43,4.21,1.97,2.12,1.73,1.57,1.45,3.07,2.27,6.72,0.84,2.89,2.59,4.78,1.9,3.15,1.22,4.67,1.83
______,vorona,crow,Animal,concrete,6,f,1.1,4.5,1.94,3.11,2.01,1.67,1.09,1.37,0.76,3,2.05,6.66,0.94,2.13,2.05,5.19,1.51,3.74,1.51,2.93,1.62
____________,vospominanie,memory,Intelligence,abstract,12,n,1.9,3.45,2.42,2.75,2.08,2.77,2.33,2.37,2,2.04,1.87,4.31,1.89,1.27,0.52,5.06,1.79,6.33,2.09,5.69,1.64
__________,vospriyatie,perception,Sense_Phys,abstract,10,n,1.6,3.61,2.4,3.43,2.15,2.63,2.22,3.11,2.65,2.62,2.3,2.59,1.57,2.07,1.41,5.09,1.53,8.57,2.94,4.77,2.05
_______,vpadina,hollow,Ground,concrete,7,f,0.7,4.93,2.2,1.61,1.45,1.42,1.33,1,0,3.04,2.24,5.46,1.71,2.38,2.15,1.44,1.19,7.19,2.51,2.2,1.13
________,vsplyitie,emersion (only about liquid environments),Action,abstract,8,n,0.2,2.28,1.53,2.93,2.05,1.59,1.35,1.24,0.64,2.34,1.93,4.15,1.88,3.24,2.31,3.03,1.71,7.96,3.12,2.36,1.39
_____,vyibor,choice,Action,abstract,5,m,2.1,2.57,1.87,1.77,1.63,1.76,1.72,2.46,2.25,2.07,1.81,2.81,1.7,3,1.71,4.27,1.92,6.23,2.9,5.64,1.54
_____,gazon,lawn,Ground,concrete,5,m,1.1,4.5,1.72,2.26,1.56,4.63,1.77,1.97,1.52,4.1,2.21,6.38,1.4,5,1.81,1.63,0.83,7.22,2.78,3.17,1.85
_____,gayka,female screw,Tool_precise_grip,concrete,5,f,0.8,4.66,2.43,2.14,1.86,2.07,1.44,1.77,1.51,4.04,2.4,6.36,1.16,6.29,1.24,2.62,1.33,6.1,2.31,2.73,2.12
____________,gallyutsinatsiya,hallucination,Intelligence,abstract,12,f,0.8,4.72,1.89,2.45,1.99,2.03,1.7,1.58,1.35,2.03,1.5,3.11,1.97,1.87,1.59,4.67,1.83,10.03,2.74,2.76,1.53
______,galosha,galosh,Clothes,concrete,6,f,0.8,4.03,2.56,2,1.39,2.1,1.63,1.52,0.98,4.23,2.07,6.38,1.12,4.8,2.04,2.3,1.4,5.24,2.06,1.88,1.82
_______,gardina,curtain,Object,concrete,7,f,0.3,4.27,2.32,1.53,1.36,1.48,0.95,1.46,1.32,3.76,1.96,5.63,1.78,5.81,1.57,4.51,1.56,6.76,2.06,3.36,1.77
______,gvozd,nail,Tool_precise_grip,concrete,6,m,1.4,4.94,2.22,2.86,2.03,1.77,1.3,2,1.54,4.77,2.2,6.72,0.7,6.24,1.38,2.97,1.45,4,1.86,3.77,2.05
________,gipoteza,hypothesis,Intelligence,abstract,8,f,1.3,1.86,1.48,2.41,1.84,1.31,1,1.3,0.77,1.52,0.91,1.97,1.09,2.2,1.61,4.94,1.94,11.37,2.66,4.45,1.45
____,glaz,eye,Body_Part,concrete,4,m,2.9,6.56,1.39,1.79,1.79,1.45,1.27,2,1.95,3.21,2.39,6.93,0.26,2.81,2.17,3.85,1.26,2.93,1.48,5.97,1.38
______,glazok,peephole,Object,concrete,6,m,1.4,5.66,1.82,2.07,1.98,1.41,1.24,1.45,0.83,3.04,1.97,5.8,1.67,3.03,2.31,3.38,1.5,5.83,3.17,3.37,1.73
____,gnev,anger,Sense_Emotion,abstract,4,m,1.5,2.77,1.96,4.25,2.1,1.38,0.8,1.36,1.25,2.33,2,3.88,1.79,2.59,2.11,3.44,2.03,6.46,3.05,4.07,2.1
______,golova,head,Body_Part,concrete,6,f,2.9,4.72,1.89,2.48,2.18,2.24,1.94,1.38,1.12,5.21,2.23,6.7,1.17,3.48,1.9,4.44,1.39,3,1.66,6.21,1.13
______,golub,pigeon,Animal,concrete,6,m,1.2,5.55,1.93,3.29,1.78,2.27,1.28,1.81,1.21,3.58,2.04,6.76,0.69,2.3,1.88,5.55,1.48,3.93,2.83,4.81,1.83
____,gora,mountain,Ground,concrete,4,f,2.1,4.48,2.26,1.62,1.4,2.64,2.26,1.73,1.53,3.07,1.81,6.66,0.9,2.14,2.07,5.12,1.88,4.03,1.5,3.28,1.73
________,gordost,pride,Sense_Emotion,abstract,8,f,1.6,3.39,1.96,1.93,1.46,1.3,1.12,1.41,0.84,1.62,1.24,3.96,1.4,2.07,1.78,5.03,1.62,8.07,2.98,4.96,1.48
____,gore,grief,Sense_Emotion,abstract,4,n,1.7,2.4,1.92,3.54,2.28,1.58,1.39,2,1.7,1.67,1.47,3.34,1.45,1.89,1.51,3.5,1.87,6.62,2.87,4.17,2.07
_______,gorilla,gorilla,Animal,concrete,7,f,0.4,4.21,2.29,4.76,2.25,2.86,1.9,1.69,1.39,2.83,2.35,6.52,1.22,2.34,1.88,3.91,1.78,5.15,2.25,2.14,1.11
_____,goroh,pea,Food,concrete,5,m,0.9,3.83,2.25,2,1.56,3.79,2.04,5.66,2.04,4.72,2.14,6.7,1.03,4.03,1.95,2.31,1.23,4.11,2.83,3.57,1.62
______,grabli,rake,Tool_power_grip,concrete,6,plur_tant,0.7,4.5,2.42,2.37,1.69,1.79,1.37,1.32,0.98,4.86,1.81,6.26,1.53,6.69,0.59,2.46,1.73,4.73,1.86,3.37,1.86
______,granat,pomegranate,Food,concrete,6,m,0.5,4.38,2.11,2.19,1.47,4.07,2.1,6.03,1.43,3.93,2.55,6.62,0.9,5.48,2.01,3.28,1.37,5.59,2.26,2.93,1.77
_________,greypfrut,grapefruit,Food,concrete,9,m,0.2,5.03,2.28,1.71,1.3,5.34,1.67,6.32,1.04,4.96,2.28,6.86,0.52,5.42,2,3.18,1.47,7.87,2.9,4.17,2
____,grib,mushroom,Food,concrete,4,m,1.6,5.32,1.94,1.25,1.14,4.13,1.74,5.04,2.16,4.08,1.98,6.76,0.95,4.73,2.16,2.24,1.46,3.67,1.83,3.96,2.07
____,grob,coffin,Object,concrete,4,m,1.7,4.58,2.62,1.96,1.77,1.97,1.85,1.33,0.73,3.27,2.01,6.45,1.45,5.17,2,1.55,1.2,6.97,2.71,3.08,2.35
_________,gromkost,loudness,Sound,concrete,9,f,0.5,1.9,1.7,6.38,1.4,1.41,1.15,1.18,0.53,2.17,1.93,3.79,1.42,3.45,1.86,5.42,1.56,5.07,1.62,5.45,1.5
_____,grusha,pear,Food,concrete,5,f,1.1,4.47,2.45,1.89,1.81,4.62,2,6.29,1.01,4.19,1.88,6.76,0.95,5.46,1.88,3.69,1.79,3.23,1.73,4.93,1.74
_____,gryaz,filth,Ground,concrete,5,f,1.7,4.93,2.26,2.07,1.8,3.03,2.08,2.22,2.04,4.31,2.42,5.78,1.58,3.84,2.16,1.22,0.63,3.83,1.64,5.61,1.55
_____,gudok,hooter,Sound,concrete,5,m,1.1,2.16,1.57,5.79,1.85,1.1,0.31,1.15,0.6,1.31,0.74,4.52,2.18,4.33,2.34,3.97,1.79,5.1,2.09,3.69,1.76
____,gus,goose,Animal,concrete,4,m,1.2,4.67,2.5,3.75,1.92,2.73,1.93,3.39,2.17,3.26,2.14,6.55,1.12,3.08,2.6,2.28,1.33,3.73,1.76,3.33,1.88
____,dal,distance,Space,concrete,4,f,1.3,4.76,2.08,2.1,1.86,1.28,1.13,1.79,1.54,1.21,1.02,4.07,1.93,1.33,1.12,4.3,1.93,6.6,3.09,4.03,1.54
__________,deltaplan,hang-glider,Transport,concrete,10,m,0,5.1,2.17,3.11,2.44,1.35,0.75,1.25,0.97,2.89,2.17,5.76,1.55,5.95,1.35,6.03,1.33,8.77,3.47,1.73,1.08
_________,depressiya,depression,Sense_Emotion,abstract,9,f,1.1,2.31,1.98,2.34,1.8,2.1,1.82,1.76,1.79,1.86,1.51,3.34,1.76,1.7,1.53,4.09,2.28,10.07,3.1,4.41,1.8
________,dinozavr,dinosaur,Animal,concrete,8,m,0.6,4.45,2.16,4.1,2.5,2.52,2.03,1.38,0.82,2.21,1.98,6.73,0.74,1.4,1.3,3.82,2.02,4.1,2.07,2.73,1.48
_________,dirizhabl,airship,Transport,concrete,9,m,0.5,4.74,2.38,1.93,1.44,1.33,0.96,1.26,0.71,2.35,1.85,5.97,1.59,4.27,2.12,5.67,1.63,8.7,3.35,2.12,1.86
___,dno,bottom,Ground,concrete,3,n,1.9,3.83,2.28,1.83,1.66,1.86,1.57,2.04,1.99,3.59,2.29,4.69,1.83,2.59,1.76,1.62,1.44,5.6,2.62,4,2.21
_________,dopuschenie,assumption,Intelligence,abstract,9,n,0.7,1.68,1.35,1.57,1.32,1.1,0.31,1.15,0.6,1.42,1.24,1.93,1.36,1.73,1.41,3.7,1.51,9.97,2.46,3.23,1.8
______,dosada,vexation,Sense_Emotion,abstract,6,f,1.2,2.42,1.77,2.11,1.78,1.33,0.96,1.93,1.62,1.96,1.56,3.14,1.48,1.23,0.82,3.48,1.5,8.07,2.75,3.52,1.69
_____,drel,drill,Tool_power_grip,concrete,5,f,0.4,4.3,2.29,5.79,2.08,2.27,1.48,1.36,1.19,5.26,1.85,6.59,0.73,6.78,0.63,2.81,1.23,6,1.92,3.27,1.96
______,drotik,dart,Tool_power_grip,concrete,6,m,0.3,4.63,2.25,2,1.44,1.6,1.57,1.37,1.07,4.59,2.13,6.62,0.86,6.35,1.45,3.63,1.34,7.11,2.49,2.48,1.81
______,druzhba,friendship,Sense_Emotion,abstract,6,f,1.8,2.62,1.97,2.45,1.82,1.86,1.46,1.88,1.54,2.59,1.86,4.38,1.7,2.57,1.85,4.97,1.76,5.17,2.72,5.83,1.34
_____,dyatel,woodpecker,Animal,concrete,5,m,0.6,4.13,2.08,3.89,1.99,1.8,1.77,1.67,1.15,2.9,2.35,6.52,1.09,2.03,1.94,4.65,1.7,4.15,1.73,2.17,1.17
__,ezh,hedgehog,Animal,concrete,2,m,0.9,5.06,2.24,3,2.02,2.31,2.04,1.91,1.66,4.93,2.28,6.79,0.57,2.32,1.97,1.88,1.37,3.43,1.79,2.93,1.91
_______,ezhevika,blackberry,Food,concrete,7,f,0.5,4.6,2.31,1.47,1.53,4.97,1.9,5.64,1.77,4.48,2.11,5.15,2.03,4.88,2.38,2.84,1.85,6.77,3.3,2.37,1.45
____,enot,raccoon,Animal,concrete,4,m,0.3,4.38,2.27,2.79,1.88,3.24,1.9,1.76,1.41,3.34,2.41,6.59,1.05,2.52,1.9,2.19,1,4.52,1.83,2.86,1.67
____,zhaba,toad,Animal,concrete,4,f,0.7,4.34,1.91,4.03,2.29,2.07,1.58,1.72,1.31,3.76,2.28,6.59,1.28,2.03,1.76,1.75,0.8,4.56,2.31,2.71,1.61
_______,zhelanie,wish,Sense_Emotion,abstract,7,n,2.2,2.58,1.89,2.11,1.64,2,1.89,1.81,1.69,2,1.39,3.31,1.67,2.03,1.79,4.97,1.47,5.17,2.13,5.69,1.49
_____,zhiraf,giraffe,Animal,concrete,5,m,0.6,5.17,1.98,2.43,1.71,2.31,1.67,1.32,1.16,3.11,2.31,6.66,0.77,2.76,2.51,5.19,1.77,3.27,1.73,2.77,1.68
___,zhuk,beetle,Animal,concrete,3,m,1.1,4.23,2.4,3.07,2.02,1.6,0.89,1.87,1.38,3.41,2.41,6.66,0.94,2.39,2.12,2.09,1.51,3.56,1.5,2.66,1.42
______,zabota,care,Sense_Emotion,abstract,6,f,1.8,3.84,2,2.54,1.93,1.57,1.33,1.74,1.29,2.69,2.02,4,1.7,5.2,1.97,4.94,1.46,5.27,2.74,5.38,1.27
_______,zavist,envy,Sense_Emotion,abstract,7,f,1.4,2.7,1.74,2.07,1.91,1.21,0.77,1.54,1.26,2.07,1.91,2.63,1.52,1.84,1.82,3.54,2.06,7.27,2.97,3.57,1.73
_____,zazhim,clip,Tool_precise_grip,concrete,5,m,0.7,4.06,2.35,1.86,1.15,1.41,1.02,1.41,1.33,3.64,2.54,5.11,1.85,5.68,1.76,2.35,1.15,8.43,3.28,2.87,1.76
_______,zakolka,hairpin,Clothes,concrete,7,f,0.4,4.4,2.08,2,1.39,1.43,1.04,1.53,1.04,4.48,2.35,6.31,1.51,6.13,1.36,4.69,1.35,4.78,2.24,3.79,2.18
_______,zamyisel,intention,Intelligence,abstract,7,m,1.6,1.94,1.24,1.71,1.18,1.1,0.4,1.22,0.7,1.58,1.36,3.03,1.92,2.27,2.13,5.15,1.46,8.27,2.63,4.08,1.94
_____,zapah,smell,Sense_Phys,abstract,5,m,2,1.48,0.87,1.57,1.38,5.59,2.38,3.48,2.29,1.46,1.44,2.63,1.87,2.37,1.97,3.7,1.74,3.87,2.27,5.97,1.43
_______,zaponka,cuff link,Clothes,concrete,7,f,0.4,3.93,2.32,1.73,1.55,1.24,0.58,1.82,1.72,3.9,2.23,5.3,1.66,6.23,1.36,2.92,1.53,8.33,3.13,2.43,1.4
________,zastezhka,clasp,Tool_precise_grip,concrete,8,f,0.6,4.3,2.1,2.53,1.91,1.21,0.68,1.57,1.2,4.72,2.25,5.33,1.71,6.53,0.8,3.08,1.71,5.2,2.06,4.61,1.69
_______,zaschelka,latch,Tool_precise_grip,concrete,7,f,0.4,3.83,2.32,3.66,2.02,1.41,0.78,1.07,0.26,4.72,2.27,5.04,2.3,5.24,1.88,2.81,1.35,5.41,2.32,2.5,1.4
______,zaschita,protection,Action,abstract,6,f,2.2,2.79,1.95,2.1,1.61,1.28,0.7,1.24,0.75,3.31,2.11,3.62,1.78,5.03,1.63,4.42,2.21,6.07,2.42,4.9,1.32
____,zayats,hare,Animal,concrete,4,m,1.4,4.66,2.22,2.59,1.59,2.17,1.61,3.52,2.38,3.52,2.43,6.89,0.42,3.31,2.12,2.41,1.41,2.93,1.73,3.18,1.31
______,zvezda,star,Space,concrete,6,f,2.1,5.38,2.01,1.86,1.72,1.17,0.76,1.27,1.28,2.21,2.15,6.57,0.79,1.55,1.57,6.79,0.77,3.63,1.79,5,1.74
____,zvon,jingle,Sound,concrete,4,m,1.4,1.73,1.53,6.4,1.28,1.41,1.35,1.75,1.76,1.31,0.81,3.88,1.8,3.75,2.23,5,1.93,5.07,2.68,4.64,1.93
____,zvuk,sound,Sound,concrete,4,m,2.1,1.6,1.1,6.48,1.34,1.43,0.9,1.4,1.16,1.72,1.28,4.21,2.04,2.16,1.55,5.47,1.81,4.07,2.02,5.9,1.35
_____,zebra,zebra,Animal,concrete,5,f,0.5,4.9,2.04,2.52,1.74,2.03,1.19,1.52,0.91,2.5,1.95,6.76,0.44,2.84,2.34,3.44,1.5,4.78,2.01,2.28,1.49
____,zmeya,snake,Animal,concrete,4,f,1.3,4.48,2.18,3.34,1.76,1.76,1.06,2.24,1.99,3.59,2.47,6.7,0.87,2.34,1.91,1.84,1.14,4.11,2.5,3.64,1.73
______,znanie,knowledge,Intelligence,abstract,6,n,2.2,2.7,1.82,2.78,2.17,1.43,1.25,1.63,1.38,1.76,1.21,3.79,1.88,2.39,1.96,5.09,2.04,6.41,2.48,5.97,1.55
